disease_target,manufacturer,submission_id,submission_title,country,region,type_of_technology,stage_of_development,regulatory_status,target_pathogen,serovar_subtype,assay_target,target_analyte,test_format,lab_vs_poc,validated_sample_types,city,instrument_name,test_to_be_listed_on_finds_web_page,permalink,country_tmp,city2,lat,lng
Enteric fever; Paratyphoid fever,"Liferiver Bio-Tech (US) Corp. / Shanghai ZJ Bio-Tech Co., Ltd.",a2r69000007lbd5,Salmonella Paratyphi Real Time PCR Kit,United States,Region of the Americas,Molecular,Regulatory Achieved,CE-IVDD,Salmonella Paratyphi,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Plasma; Stool; Water (environmental sample),La Jolla,NA,Yes,https://liferiverbiotech.com,United States,"La Jolla, United States",32.83867645,-117.25404358
Enteric fever; Typhoid fever,"Liferiver Bio-Tech (US) Corp. / Shanghai ZJ Bio-Tech Co., Ltd.",a2r69000007lbd4,Salmonella & Staphylococcus Aureus & Vibrio Parahemolyticus Real Time PCR Kit,United States,Region of the Americas,Molecular,Regulatory Achieved,CE-IVDD,Unknown,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,La Jolla,NA,Yes,https://liferiverbiotech.com,United States,"La Jolla, United States",32.83867645,-117.25404358
Gastroenteritis; Salmonellosis (Non-Typhoidal),"Liferiver Bio-Tech (US) Corp. / Shanghai ZJ Bio-Tech Co., Ltd.",a2r69000007lbd7,Salmonella Real Time PCR Kit,United States,Region of the Americas,Molecular,Regulatory Achieved,CE-IVDD,Salmonella spp.,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool; Water (environmental sample),La Jolla,NA,Yes,https://liferiverbiotech.com,United States,"La Jolla, United States",32.83867645,-117.25404358
Enteric fever; Paratyphoid fever,"Liferiver Bio-Tech (US) Corp. / Shanghai ZJ Bio-Tech Co., Ltd.",a2r69000007lbd6,Salmonella Paratyphi B Real Time PCR Kit,United States,Region of the Americas,Molecular,Regulatory Achieved,CE-IVDD,Salmonella Paratyphi,S.paratyphi B,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,La Jolla,NA,Yes,https://liferiverbiotech.com,United States,"La Jolla, United States",32.83867645,-117.25404358
Dengue,Linear Chemicals S.L.U,a2r69000007lbdk,Dengue IgG;IgM,Spain,European Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Montgat,NA,Yes,https://linear.es,Spain,"Montgat, Spain",41.46645355,2.27908826
Dengue,Linear Chemicals S.L.U,a2r69000007lbdj,Dengue Ag,Spain,European Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Montgat,NA,Yes,https://linear.es,Spain,"Montgat, Spain",41.46645355,2.27908826
Chikungunya; Dengue,Linear Chemicals S.L.U,a2r69000007lbqe,Dengue;Chikungunya,Spain,European Region,Immunoassay,Regulatory Achieved,CE-IVDD,Chikungunya virus; Dengue virus,Unspecified,Antibody (serological),Anti-CHIKV IgG; Anti-CHIKV IgM; Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Montgat,NA,Yes,https://linear.es,Spain,"Montgat, Spain",41.46645355,2.27908826
Dengue,Lomina AG,a2r69000007lbqf,Dengue IgG/IgM AntibodyScreen Test,Switzerland,European Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Prague,NA,Yes,https://lomina.ch,Switzerland,"Prague, Switzerland",46.80123901,8.23096466
Dengue,LumiQuick Diagnostics Inc.,a2r69000007lbqh,Dengue IgG;IgM &   NS1 Duo Test Card,United States,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Santa Clara,NA,Yes,https://lumiquick.co,United States,"Santa Clara, United States",37.3523941,-121.95307922
Dengue,LumiQuick Diagnostics Inc.,a2r69000007lbqj,Dengue NS1 Antigen   Test Card  ,United States,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Santa Clara,NA,Yes,https://lumiquick.co,United States,"Santa Clara, United States",37.3523941,-121.95307922
Dengue,LumiQuick Diagnostics Inc.,a2r69000007lbqi,Dengue IgG;IgM combo,United States,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Santa Clara,NA,Yes,https://lumiquick.co,United States,"Santa Clara, United States",37.3523941,-121.95307922
Gastroenteritis; Salmonellosis (Non-Typhoidal),Medical Innovation Ventures Sdn Bhd.,a2r69000007lbr2,GenoAmp Real-Time PCR Tropical Fever,Malaysia,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Leptospira spp; Other; Plasmodium Species; Salmonella spp.,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Whole Blood,Gelugor,NA,Yes,https://mediven.com.my,Malaysia,"Gelugor, Malaysia",5.36334133,100.30714417
Dengue,Medical Innovation Ventures Sdn Bhd.,a2r69000007lbrC,ProDetect Dengue IgG;IgM Rapid Test,Malaysia,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Gelugor,NA,Yes,https://mediven.com.my,Malaysia,"Gelugor, Malaysia",5.36334133,100.30714417
Dengue,Medical Innovation Ventures Sdn Bhd.,a2r69000007lbrB,ProDetect Dengue Duo NS1 Ag & IgG;IgM Rapid Test,Malaysia,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Gelugor,NA,Yes,https://mediven.com.my,Malaysia,"Gelugor, Malaysia",5.36334133,100.30714417
Dengue,Medical Innovation Ventures Sdn Bhd.,a2r69000007lbr3,ProDetect Dengue NS1 Ag,Malaysia,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Gelugor,NA,Yes,https://mediven.com.my,Malaysia,"Gelugor, Malaysia",5.36334133,100.30714417
Enteric fever; Paratyphoid fever; Typhoid fever,MEDTEK,a2r69000007lbqO,Aria Typhoid IgG/IgM Combo rapid test,Philippines,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Salmonella Paratyphi; Salmonella Typhi,Unspecified,Antibody (serological),Anti-Salmonella paratyphi IgG; Anti-Salmonella paratyphi IgM; Anti-Salmonella typhi IgG; Anti-Salmonella typhi IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,NA,NA,Yes,https://medtek.com.ph,Philippines,Philippines,15.94740677,121.42166901
Mpox,"MGI Tech Co., ltd.",a2r69000007lbKe,MGI monkeypox virus nucleic acid detection kit,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Shenzhen,NA,Yes,https://en.mgitech.cn,China,"Shenzhen, China",22.54368019,114.0579071
Dengue,"MiCo BioMed Co., Ltd.",a2r69000007lbhS,Dengue virus Detection Kit,"Korea, Republic of",Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD; Korea MFDS,Dengue virus,Unspecified,RNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Seongnam-si,NA,Yes,https://micobiomed.com,South Korea,"Seongnam-si, Korea, Republic of",37.44055557,127.13583374
Dengue,M monitor Inc.,a2r69000007lbqn,MmaxSure Dengue Test Kit,"Korea, Republic of",Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,RNA,Unknown,NAT reagent kit (proprietary platform),near Point of Care,Unknown,Daegu,MXM-L1 device,Yes,https://mmonitor.net,South Korea,"Daegu, Korea, Republic of",35.86873627,128.60502625
Dengue,M monitor Inc.,a2r69000007lbqn,MmaxSure Dengue Test Kit,"Korea, Republic of",Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,RNA,Unknown,NAT reagent kit (proprietary platform),near Point of Care,Unknown,Daegu,DuxCycler device,Yes,https://mmonitor.net,South Korea,"Daegu, Korea, Republic of",35.86873627,128.60502625
Gastroenteritis; Salmonellosis (Non-Typhoidal),Molbio Diagnostics Pvt. Ltd.,a2r69000007lbfd,Truenat Salmonella ,India,South-East Asian Region,Molecular,Regulatory Achieved,CE-IVDD,Salmonella spp.,Unspecified,DNA,Unknown,Cartridge-based processing,near Point of Care,Whole Blood,"Verna Industrial Estate, Verna,",Truelab Real Time Quantitative micro PCR platform,Yes,https://molbiodiagnostics.com,India,"Verna Industrial Estate, Verna,, India",15.34916973,73.93138885
Chikungunya; Dengue,Molbio Diagnostics Pvt. Ltd.,a2r69000007lbff,Truenat Dengue/Chikungunya,India,South-East Asian Region,Molecular,Regulatory Achieved,CE-IVDD,Chikungunya virus; Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,RNA,Unknown,Unspecified,near Point of Care,Plasma; Serum; Whole Blood,"Verna Industrial Estate, Verna,",Truelab Real Time Quantitative micro PCR platform,Yes,https://molbiodiagnostics.com,India,"Verna Industrial Estate, Verna,, India",15.34916973,73.93138885
Dengue,Molbio Diagnostics Pvt. Ltd.,a2r69000007lbfe,Truenat Dengue,India,South-East Asian Region,Molecular,Regulatory Achieved,CE-IVDD,Dengue virus,DENV-1; DENV-2; DENV-3; DENV-4,RNA,Unknown,Unspecified,near Point of Care,Plasma; Serum; Whole Blood,"Verna Industrial Estate, Verna,",Truelab Real Time Quantitative micro PCR platform,Yes,https://molbiodiagnostics.com,India,"Verna Industrial Estate, Verna,, India",15.34916973,73.93138885
Enteric fever; Typhoid fever,MP Biomedicals,a2r69000007lbfu,ASSURE Typhoid IgG/IgM Rapid Test (CE),United States,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Unknown,Unspecified,Antibody (serological),Anti-Salmonella IgG; Anti-Salmonella IgM,Rapid diagnostic test (strip or cassette),near Point of Care,Plasma; Serum,Irvine,NA,Yes,https://mpbio.com,United States,"Irvine, United States",33.68590927,-117.82472229
Dengue,MP Biomedicals,a2r69000007lbfv,MULTISURE Dengue Ab/Ag Rapid Test,United States,Region of the Americas,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgA; Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood; Other,Irvine,NA,Yes,https://mpbio.com,United States,"Irvine, United States",33.68590927,-117.82472229
Gastroenteritis; Salmonellosis (Non-Typhoidal),nal von minden GmbH,a2r69000007lbg0,NADAL Salmonella spp. test cassette,Germany,European Region,Immunoassay,Regulatory Achieved,CE-IVDD,Salmonella spp.,Unspecified,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Stool,Moers,NA,Yes,https://nal-vonminden.com,Germany,"Moers, Germany",51.45304871,6.62174511
Gastroenteritis; Salmonellosis (Non-Typhoidal),"Nanjing Liming Bio-products Co., Ltd.",a2r69000007lbdX,Salmonella Antigen Rapid Test,China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Salmonella enterica,S.Enteritidis; S.typhimurium,Antigen,Unknown,Rapid diagnostic test (strip or cassette),True Point of Care,Stool,Nanjing,NA,Yes,https://limingbio.com,China,"Nanjing, China",32.05852509,118.7964859
Mpox,"Nanjing Synthgene Medical Technology Co., Ltd.",a2r69000007lbKT,Synthgene monkeypox virus nucleic acid detection kit,China,Western Pacific Region,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Unknown,Nanjing,NA,Yes,https://syngenemed.com,China,"Nanjing, China",32.05852509,118.7964859
Dengue,"Nantong Egens Biotechnology Co.,Ltd",a2r69000007lbg7,Diagnos Dengue IgG/IgM Rapid Test,China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Rugao,NA,Yes,https://egens-bio.cn,China,"Rugao, China",32.3716011,120.57382202
Dengue,"Nantong Egens Biotechnology Co.,Ltd",a2r69000007lbec,Diagnos Dengue NS1 Antigen Rapid Test,China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Rugao,NA,Yes,https://egens-bio.cn,China,"Rugao, China",32.3716011,120.57382202
Dengue,NovaTec Immundiagnostica GmbH,a2r69000007lbeg,Dengue Virus IgM,Germany,European Region,Immunoassay,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgM,IA Reagent Kit,Lab-based,Unknown,Dietzenbach,NA,Yes,https://novatec-id.com,Germany,"Dietzenbach, Germany",50.00973892,8.77932072
Dengue,NovaTec Immundiagnostica GmbH,a2r69000007lbef,Dengue Virus IgG,Germany,European Region,Immunoassay,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG,IA Reagent Kit,Lab-based,Unknown,Dietzenbach,NA,Yes,https://novatec-id.com,Germany,"Dietzenbach, Germany",50.00973892,8.77932072
Dengue,NovaTec Immundiagnostica GmbH,a2r69000007lbeh,Dengue Virus IgM -capture,Germany,European Region,Immunoassay,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgM,IA Reagent Kit,Lab-based,Unknown,Dietzenbach,NA,Yes,https://novatec-id.com,Germany,"Dietzenbach, Germany",50.00973892,8.77932072
Enteric fever; Typhoid fever,Pantest SA,a2r69000007lbbR,Rapid Typhoid Test,Portugal,European Region,Immunoassay,Regulatory Achieved,CE-IVDD,Salmonella Typhi,Not applicable,Antibody (serological),Anti-Salmonella typhi IgG; Anti-Salmonella typhi IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Oliveira de Frades,NA,Yes,https://pantest.pt,Portugal,"Oliveira de Frades, Portugal",40.73141479,-8.17673016
Gastroenteritis; Salmonellosis (Non-Typhoidal),PathoFinder,a2r69000007lbZa,GastroFinder 2Smart,Netherlands,European Region,Molecular,Regulatory Achieved,CE-IVDD,Adenovirus; Astrovirus; Campylobacter spp; Cryptosporidium spp; Entamoeba histolytica; Escherichia coli; Giardia lamblia; Norovirus; Rotavirus; Salmonella spp.; Sapovirus; Shigella spp; Yersinia enterocolitica,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool,Maastricht,NA,Yes,https://pathofinder.com,Netherlands,"Maastricht, Netherlands",50.84984589,5.6872592
Mpox,PreciGenome llc,a2r69000007lbhj,FastPlex MonkeyPox Virus Real Time PCR Kit,United States,Region of the Americas,Molecular,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,DNA,Other,NAT reagent kit (open source),Lab-based,Unknown,San Jose,NA,Yes,https://precigenome.com,United States,"San Jose, United States",37.33479309,-121.88814545
Dengue,Prestige Diagnostics UK ltd.,a2r69000007lbZc,Dengue Dual Ag Ab Device (2-30oC),United Kingdom,European Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Galgorm,NA,Yes,https://prestigediagnostics.co.uk,United Kingdom,"Galgorm, United Kingdom",54.86253738,-6.32297564
Enteric fever; Typhoid fever,Prestige Diagnostics UK ltd.,a2r69000007lbZe,Typhoid Antibody Device,United Kingdom,European Region,Immunoassay,Regulatory Achieved,MHRA UK,Salmonella Typhi,Not applicable,Antibody (serological),Anti-Salmonella typhi IgG; Anti-Salmonella typhi IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Galgorm,NA,Yes,https://prestigediagnostics.co.uk,United Kingdom,"Galgorm, United Kingdom",54.86253738,-6.32297564
Dengue,Prometheus Bio Inc.,a2r69000007lbaI,Dengue IgG/IgM,China,Western Pacific Region,Immunoassay,Regulatory Achieved,China NMPA,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG; Anti-DENV IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Hangzhou,NA,Yes,https://en.prometheusbio.com,China,"Hangzhou, China",30.24592018,120.21079254
Mpox,"QINGDAO HIGHTOP BIOTECH CO., LTD",a2r69000007lbIU,Monkeypox Virus Antigen Rapid Test (Immunochromatography),China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Mpox virus,Unspecified,Antigen,Unknown,Rapid diagnostic test (strip or cassette),near Point of Care,Lesion crusts; Lesion fluid; Lesion roof; Oropharyngeal swab,Qingdao,NA,Yes,https://hightopqd.com,China,"Qingdao, China",36.06811142,120.38226318
Enteric fever; Typhoid fever,"QINGDAO HIGHTOP BIOTECH CO., LTD",a2r69000007lbaK,Typhoid Ab lgM/lgG Rapid Test (Colloidal Gold Method),China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Unknown,Unspecified,Antibody (serological),Anti-Salmonella IgG; Anti-Salmonella IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Qingdao,NA,Yes,https://hightopqd.com,China,"Qingdao, China",36.06811142,120.38226318
Enteric fever; Typhoid fever,"QINGDAO HIGHTOP BIOTECH CO., LTD",a2r69000007lbaL,TYPT Typhoid Ab IgM/IgG Test (Tri-line),China,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Unknown,Unspecified,Antibody (serological),Anti-Salmonella IgG; Anti-Salmonella IgM,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Qingdao,NA,Yes,https://hightopqd.com,China,"Qingdao, China",36.06811142,120.38226318
Mpox,Quest Diagnostics Nichols Institute,a2r69000007lb6o,Quest Diagnostics Monkeypox Virus Qualitative Real-Time PCR,United States,Region of the Americas,Molecular,Regulatory Achieved,US FDA EUA,Mpox virus; Orthopoxvirus,MPX Clade IIa; MPX Clade IIb,DNA,Unknown,NAT reagent kit (open source),Lab-based,Lesion crusts; Lesion fluid; Other,CHANTILLY,NA,Yes,https://questdiagnostics.com,United States,"CHANTILLY, United States",38.88868713,-77.41749573
Dengue,Rapid Labs ltd.,a2r69000007lbaS,Duo Dengue Ag-IgG/IgM whole blood/serum/plasma,United Kingdom,European Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological) + Antigen,Anti-DENV IgG; Anti-DENV IgM; DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Little Bentley,NA,Yes,https://rapidlabs.co.uk,United Kingdom,"Little Bentley, United Kingdom",51.89015579,1.0743953
Dengue,Rapikit.com,a2r69000007lbZr,DENGUE NS 1 RAPID TEST,India,South-East Asian Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antigen,DENV NS1,Rapid diagnostic test (strip or cassette),True Point of Care,Plasma; Serum; Whole Blood,Chandigarh,NA,Yes,https://rapikit.com/our-products,India,"Chandigarh, India",30.73335075,76.77903748
Gastroenteritis; Salmonellosis (Non-Typhoidal),R-Biopharm AG,a2r69000007lbaW,RIDA GENE Bacterial Stool Panel,Germany,European Region,Molecular,Regulatory Achieved,CE-IVDD,Campylobacter spp; Escherichia coli; Salmonella spp.; Yersinia enterocolitica,Unspecified,DNA,Unknown,NAT reagent kit (open source),Lab-based,Stool,Darmstadt,NA,Yes,https://r-biopharm.com,Germany,"Darmstadt, Germany",49.87237167,8.6509819
Enteric fever; Typhoid fever,Reszon Diagnostics International Sdn Bhd,a2r69000007lbab,Typhidot Rapid IgG/IgM combo test,Malaysia,Western Pacific Region,Immunoassay,Regulatory Achieved,CE-IVDD,Salmonella Typhi,Not applicable,Antibody (serological),Anti-Salmonella typhi IgG; Anti-Salmonella typhi IgM,Rapid diagnostic test (strip or cassette),near Point of Care,Plasma; Serum,Shah Alam,NA,Yes,https://reszonics.com,Malaysia,"Shah Alam, Malaysia",3.07414651,101.51857758
Dengue,Roboscreen Diagnostics,a2r69000007lbae,DENV IgG ELISA,Germany,European Region,Immunoassay,Regulatory Achieved,CE-IVDD,Dengue virus,Unspecified,Antibody (serological),Anti-DENV IgG,IA Reagent Kit,Lab-based,Plasma; Serum,Leipzig,NA,Yes,https://roboscreen.com,Germany,"Leipzig, Germany",51.33969116,12.37135601
