date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng
25.05.2023,Biozek Medical,a2r69000007laLh,Biozek Streptococcus pneumoniae Antigen Rapid Test Cassette,Netherlands,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,CNS Infections; Upper Respiratory Tract Infections,NA,https://biozek.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram+),Streptococcus pneumoniae,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Urine,NA,NA,Apeldoorn,Yes,Netherlands,"Apeldoorn, Netherlands",52.21632385,5.96462202
25.05.2023,AmplexDiagnostics GmbH,a2r69000007laMI,eazyplex SuperBug complete,Germany,European Region,Regulatory Achieved,CE-IVDD,Molecular,Resistance,Gastro-intestinal Infections,NA,https://eazyplex.com,Already on the market (commercialized),Diagnostic/confirmatory test,Not applicable,Unspecified,DNA,Bacteria (Gram-),Not applicable,Unknown,Isothermal LAMP,Fluorescence,NA,Qualitative,CPO,IMP; KPC; NDM; OXA; VIM,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Colony/plate; Other,Swab,30,Gars-Bahnhof,Yes,Germany,"Gars-Bahnhof, Germany",48.14619827,12.29627132
25.05.2023,AmplexDiagnostics GmbH,a2r69000007laML,eazyplex SuperBug AmpC,Germany,European Region,Regulatory Achieved,CE-IVDD,Molecular,Resistance,Gastro-intestinal Infections,NA,https://eazyplex.com,Already on the market (commercialized),Diagnostic/confirmatory test,Not applicable,Unspecified,DNA,Bacteria (Gram-),Enterobacterales,Unknown,Isothermal LAMP,Fluorescence,NA,Qualitative,Not applicable,aac; AmpC; Other,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Colony/plate,NA,15,Gars-Bahnhof,Yes,Germany,"Gars-Bahnhof, Germany",48.14619827,12.29627132
25.05.2023,Cypress Diagnostics,a2r69000007laLj,Cypress Diagnostics Strep A test,Belgium,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Upper Respiratory Tract Infections,NA,https://diagnostics.be,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Pharyngitis,Antigen,Bacteria (Gram+),Streptococcus pyogenes (Group A),Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Oropharyngeal swab,NA,NA,NA,Yes,Belgium,Belgium,50.64095688,4.66128588
25.05.2023,AmplexDiagnostics GmbH,a2r69000007laMK,eazyplex SuperBug Acineto,Germany,European Region,Regulatory Achieved,CE-IVDD,Molecular,Resistance,Gastro-intestinal Infections,Acinetobacter spp,https://eazyplex.com,Already on the market (commercialized),Diagnostic/confirmatory test,Not applicable,Unspecified,DNA,Bacteria (Gram-),Other,Unknown,Isothermal LAMP,Fluorescence,NA,Qualitative,CPO,NDM; OXA,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Colony/plate,NA,15,Gars-Bahnhof,Yes,Germany,"Gars-Bahnhof, Germany",48.14619827,12.29627132
25.05.2023,"Becton, Dickinson and Company (BD)",a2r69000007laLm,BD MAX CDIFF,United States,Region of the Americas,Regulatory Achieved,US FDA 510k,Molecular,ID,Gastro-intestinal Infections,NA,https://bd.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,DNA,Bacteria (Gram+),Clostridioides difficile,Unknown,qPCR,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Stool,NA,120,Franklin Lakes,Yes,United States,"Franklin Lakes, United States",41.00812912,-74.21038818
25.05.2023,AmplexDiagnostics GmbH,a2r69000007laMN,eazyplex EHEC,Germany,European Region,Regulatory Achieved,CE-IVDD,Molecular,ID,Gastro-intestinal Infections,NA,https://eazyplex.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,DNA,Bacteria (Gram-),Escherichia coli,Unknown,Isothermal LAMP,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Colony/plate; Stool,NA,25,Gars-Bahnhof,Yes,Germany,"Gars-Bahnhof, Germany",48.14619827,12.29627132
25.05.2023,Citest Diagnostics Inc.,a2r69000007laMz,Mycoplasma Pneumoniae Antigen Test Lateral Flow Assay Test Kit,Canada,Region of the Americas,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Upper Respiratory Tract Infections,NA,https://citestdiagnostics.com,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Other,Mycoplasma pneumoniae,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Oropharyngeal swab,NA,15,Vancouver,Yes,Canada,"Vancouver, Canada",49.26356506,-123.13857269
25.05.2023,AmplexDiagnostics GmbH,a2r69000007laMM,eazyplex SuperBug basic,Germany,European Region,Regulatory Achieved,CE-IVDD,Molecular,Resistance,Gastro-intestinal Infections,Pseudomonas spp; Acinetobacter spp,https://eazyplex.com,Already on the market (commercialized),Diagnostic/confirmatory test,Not applicable,Unspecified,DNA,Bacteria (Gram-),Enterobacterales; Other,Unknown,Isothermal LAMP,Fluorescence,NA,Qualitative,CPO,KPC; NDM; OXA; VIM,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Colony/plate; Other,Swab,30,Gars-Bahnhof,Yes,Germany,"Gars-Bahnhof, Germany",48.14619827,12.29627132
25.05.2023,"Meridian Bioscience, Inc.",a2r69000007laMP,Curian Shiga Toxin,United States,Region of the Americas,Regulatory Achieved,US FDA 510k,Immunoassay,ID,Gastro-intestinal Infections,NA,https://meridianbioscience.com,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,Lateral Flow Assay,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Colony/plate; Stool (Faeces) Culture,NA,20,Cincinnati,Yes,United States,"Cincinnati, United States",39.10369873,-84.51361084
25.05.2023,SCREEN Italia,a2r69000007laN1,SCREEN H.PYLORI AG,Italy,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://screenitalia.it,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Helicobacter pylori,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Stool,NA,15,Torgiano,Yes,Italy,"Torgiano, Italy",43.02621078,12.43650055
25.05.2023,"Becton, Dickinson and Company (BD)",a2r69000007laLn,BD MAX Check-Points CPO,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Molecular,Resistance,Gastro-intestinal Infections,NA,https://bd.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,DNA,Bacteria (Gram-),Not applicable,Unknown,qPCR,Fluorescence,NA,Qualitative,CPO,IMP; KPC; Other; OXA; VIM,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Rectal swab,NA,150,Franklin Lakes,Yes,United States,"Franklin Lakes, United States",41.00812912,-74.21038818
25.05.2023,"Meridian Bioscience, Inc.",a2r69000007laMO,Curian Campy,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,ID,Gastro-intestinal Infections,Campylobacter upsaliensis; Campylobacter lari,https://meridianbioscience.com,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram-),Campylobacter coli; Campylobacter jejuni; Other,Unknown,Lateral Flow Assay,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Stool,NA,25,Cincinnati,Yes,United States,"Cincinnati, United States",39.10369873,-84.51361084
25.05.2023,Linear Chemicals S.L.U,a2r69000007laN0,Linear E. coli cassette,Spain,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://linear.es,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Stool,NA,15,Montgat,Yes,Spain,"Montgat, Spain",41.46645355,2.27908826
25.05.2023,Uniogen Oy,a2r69000007laLq,GenomEra C. difficile Assay Kit,Finland,European Region,Regulatory Achieved,CE-IVDD,Molecular,ID,Gastro-intestinal Infections,NA,https://uniogen.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,DNA,Bacteria (Gram+),Clostridioides difficile,Unknown,qPCR,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Cartridge-based processing,NA,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Stool,NA,60,Turku,Yes,Finland,"Turku, Finland",60.45175171,22.2670517
25.05.2023,"Meridian Bioscience, Inc.",a2r69000007laMR,Premier EHEC,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,ID,Gastro-intestinal Infections,NA,https://meridianbioscience.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram-),Escherichia coli,Unknown,ELISA/EIA,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Other,Multiwell plate,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Colony/plate; Stool; Stool (Faeces) Culture,NA,110,Cincinnati,Yes,United States,"Cincinnati, United States",39.10369873,-84.51361084
25.05.2023,Biomed Diagnostics,a2r69000007laN3,InTray COLOREX ESBL,United States,Region of the Americas,Regulatory Achieved,CE-IVDD,Growth based,ID-Phenotypic AST,Gastro-intestinal Infections,Citrobacter spp; Pseudomonas spp; Acinetobacter spp,https://biomeddiagnostics.com,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Growth/metabolism,Bacteria (Gram-),Enterobacter spp; Escherichia coli; Klebsiella spp; Other; Proteus spp,Unknown,Culture,Colorimetric,NA,Qualitative,ESBL,Not applicable,NA,Unknown,NA,S/R,Other,Medium tray,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Stool; Other,Biological samples; Surface streaks,1440,White City,Yes,United States,"White City, United States",41.89686584,-87.63932037
25.05.2023,Check-Points,a2r69000007laLp,Check-Direct ESBL Screen for BD MAX,Netherlands,European Region,Regulatory Achieved,CE-IVDD,Molecular,Resistance,Gastro-intestinal Infections,NA,https://check-points.com,Already on the market (commercialized),Triage/Screening,Not applicable,Unspecified,DNA,Bacteria (Gram-),Enterobacterales,Unknown,qPCR,Fluorescence,NA,Qualitative,ESBL,CTX-M; SHV,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Rectal swab,NA,NA,Wageningen,Yes,Netherlands,"Wageningen, Netherlands",51.97470474,5.66314983
25.05.2023,"Meridian Bioscience, Inc.",a2r69000007laMQ,Premier C. difficile GDH,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Immunoassay,ID,Gastro-intestinal Infections,NA,https://meridianbioscience.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Diarrhea,Antigen,Bacteria (Gram+),Clostridioides difficile,Unknown,ELISA/EIA,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Other,Multiwell plate,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Stool,NA,120,Cincinnati,Yes,United States,"Cincinnati, United States",39.10369873,-84.51361084
25.05.2023,SCREEN Italia,a2r69000007laN2,SCREEN CAMPYLOBACTER,Italy,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Gastro-intestinal Infections,NA,https://screenitalia.it,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,Antigen,Bacteria (Gram-),Campylobacter spp,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,near Point of Care,Intended for professional use only,Stool,NA,15,Torgiano,Yes,Italy,"Torgiano, Italy",43.02621078,12.43650055
25.05.2023,Quidel,a2r69000007laKr,Solana GAS Assay,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA 510k,Molecular,ID,Upper Respiratory Tract Infections,NA,https://quidel.com,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,DNA,Bacteria (Gram+),Streptococcus pyogenes (Group A),Unknown,Isothermal Other,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Oropharyngeal swab,NA,35,San Diego,Yes,United States,"San Diego, United States",32.71575928,-117.16381836
25.05.2023,SCREEN Italia,a2r69000007laLS,SCREEN Test Pneumococco,Italy,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,ID,Upper Respiratory Tract Infections,NA,https://screenitalia.it,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Unspecified,Antigen,Bacteria (Gram+),Streptococcus pneumoniae,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Urine,NA,15,Torgiano,Yes,Italy,"Torgiano, Italy",43.02621078,12.43650055
25.05.2023,Coris BioConcept,a2r69000007laM4,O.K.N.V.I. RESIST‑5,Belgium,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,Resistance,Bloodstream Infections; Gastro-intestinal Infections,NA,https://corisbio.com,Already on the market (commercialized),Diagnostic/confirmatory test,Not applicable,Unspecified,Antigen,Not applicable,Unknown,Unknown,Lateral Flow Assay,Colorimetric,NA,Qualitative,CPO,IMP; KPC; NDM; OXA; VIM,NA,Not applicable,NA,Not applicable,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Blood Culture; Colony/plate; Rectal swab,NA,20,Gembloux,Yes,Belgium,"Gembloux, Belgium",50.56044006,4.69319773
25.05.2023,Quidel,a2r69000007laKq,Lyra Direct Strep Assay,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA De Novo,Molecular,ID,Upper Respiratory Tract Infections,pyogenic Group C Streptococcus; pyogenic Group G Streptococcus,https://quidel.com,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Unspecified,DNA,Bacteria (Gram+),Other; Streptococcus pyogenes (Group A),Unknown,qPCR,Fluorescence,NA,Qualitative,Not applicable,Not applicable,NA,Not applicable,NA,Not applicable,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Oropharyngeal swab,NA,60,San Diego,Yes,United States,"San Diego, United States",32.71575928,-117.16381836
