"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Assay: Potential impact (in silico analyses)","Assay: No impact (analytical/clinical studies)","Assay: Impact (analytical/clinical studies)","Assay: No expected impact (in silico analyses)","Assay: S gene dropout","Assay: SARS-CoV-2 variant(s)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name","Instrument: Connectivity Solution","Assay: FIND Website Area"
"a2v69000004gLhH","a2r69000007lboa","","13.07.2023","United States","Sunnyvale","Region of the Americas","cepheid.com","Cepheid","Xpert Xpress SARS-CoV-2 DoD","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","E gene; N2 gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Mid-turbinate swab; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","30.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLhG","a2r69000007lbjt","","13.07.2023","United States","Unknown","Region of the Americas","celltrion.com","Celltrion USA, Inc.","Celltrion DiaTrust COVID-19 Ag Home Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is optional","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Gamma","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLhN","a2r69000007lblr","","13.07.2023","United States","Beverly Hills","Region of the Americas","femtodx.com","FemtoDx","COVID-19 Rapid Home Nucleic Acid Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","Unspecified","","A proprietary/new instrument is required","Fully automated (including sample preparation)","True Point of Care","Intended for self-testing (version available)","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLhP","a2r69000007lbEQ","","13.07.2023","Japan","Osaka","Western Pacific Region","ffwk.fujifim.co.jp","FUJIFILM Wako Pure Chemical Co., ltd.","Accuraseed SARS-CoV-2Ag","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Japan MHLW","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","ELISA/EIA","","Colorimetric","Chemiluminescent Immunoassay (CLIA)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Gamma","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLi1","a2r69000007lboh","","13.07.2023","China","Shenzhen","Western Pacific Region","szzijian.com","ShenZhen ZiJian Biotechnology Co., ltd.","SARS-CoV-2 Neutralizing Antibody Detection Kit (Fluorescence Immunoassay)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Neutralizing Antibodies","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Venous blood","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLi0","a2r69000007lbJt","","13.07.2023","China","Shenzhen","Western Pacific Region","soengwai.com","Shen Zhen Shineway Technology Corporation","Coronavirus test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","Box achieved CE mark, unclear status on COVID test","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Unknown","","20.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLhR","a2r69000007lbHx","","13.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","COVID-19 and Influenza A+B Antigen Combo Rapid Test with Reader","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Other","unknown","20.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLhQ","a2r69000007lblI","","13.07.2023","China","Guangzhou","Western Pacific Region","vchektest.com","Guangzhou Decheng Biotechnology Co., ltd","V-CHEK, 2019-nCoV Ag Rapid Test Kit (Fluorescence Immunochromatographic Assay)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLi4","a2r69000007lbP9","","13.07.2023","India","Mumbai","South-East Asian Region","tatamd.com","Tata Medical and Diagnostics","Tata MD CHECK CRISPR SARS-CoV-2 Kit 1.0","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Other","India-DCGI Approved","Already on the market (commercialized)","Molecular","RNA","S gene","qPCR; CRISPR","CRISPR","Fluorescence","NAT reagent kit (open source)","","A proprietary/new instrument is optional","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","100.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLhS","a2r69000007lbY9","","13.07.2023","China","Hangzhou","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","COVID-19 Antigen Rapid Test with Reader","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","20.00","Yes","","","","","","","","","","","","","","None","Alpha; Beta; Delta; Gamma; Omicron","None","Delta+","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLhU","a2r69000007lbB7","","13.07.2023","United States","Marlborough","Region of the Americas","hologic.de","Hologic","Panther Fusion SARS-CoV-2/Flu A/B/RSV Assay","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Common Cold; Covid-19; Croup; Influenza; Pneumonia; Sepsis; Tonsillopharyngitis","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","MHRA UK; US FDA 510k","","Already on the market (commercialized)","Molecular","RNA","InfA Matrix gene; InfB Matrix gene; ORF1ab; RSV Matrix gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab","","144.00","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLh8","a2r69000007lbjU","","13.07.2023","United States","Franklin Lakes","Region of the Americas","bd.com","Becton, Dickinson and Company (BD)","BD Veritor At-Home COVID-19 Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Health Canada; Singapore HSA; US FDA EUA","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is optional","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLh9","a2r69000007lc1r","","13.07.2023","China","Huai Rou District","Western Pacific Region","en.keweidiagnostic.com","Beijing Kewei Clinical Diagnostic Reagent Inc.","Kewei COVID-19 Antigen Rapid Test Kit (FIA)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLhF","a2r69000007lbEP","","13.07.2023","China","Beijing","Western Pacific Region","capitalbiotechnology.com","CapitalBio Technology Co., Ltd.","SARS-CoV-2 Nucleic Acid Detection Kit (Integrated Isothermal Amplification Chip","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","China NMPA","","Already on the market (commercialized)","Molecular","RNA","N gene; ORF1ab","Isothermal LAMP","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Other","unknown","90.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2vVj0000005dWz","a2rVj00000019in","","21.12.2023","United States","Glen Allen","Region of the Americas","","RCA Laboratory Services llc dba GENETWORx","Gx HTKB SARS-CoV-2 Test","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","N1 gene","qPCR","","Fluorescence","Laboratory-developed test (LDT)","","","","","Intended for professional use only","Mid-turbinate swab; Nasal swab","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","","","","COVID-19; Outbreak"
"a2vVj000000b3rl","a2rVj0000003ZFm","","08.03.2024","Japan","Tokyo","Western Pacific Region","sekisuimedical.jp","Sekisui Medical Co., ltd.","OSOM Flu SARS-CoV-2 Combo Test","Diagnostic/confirmatory test","ID","Common Cold; Covid-19; Influenza; Parainfluenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","","","","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","","","","","","","","Yes","","","","","","","","","","","","","","Not applicable","Not applicable","Not applicable","Not applicable","","","James Bates","James Bates","","","","COVID-19; Outbreak"
"a2v69000004gL9x","a2r69000007lbl5","","06.07.2023","China","Unknown","Western Pacific Region","prisesbio.com","Gaobeidian PRISES Biotechnology Co., Ltd","SARS-COV-2 Antigen Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL9k","a2r69000007lb9c","","06.07.2023","Japan","Kanagawa","Western Pacific Region","fujifilm.com","FUJIFILM Corporation","FUJIFILM COVID-19 Ag Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","13.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL9m","a2r69000007lbNa","","06.07.2023","Japan","Tokyo","Western Pacific Region","fujirebio.com/en","Fujirebio Inc.","ESPLINE SARS-CoV-2 N","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Japan MHLW","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL9l","a2r69000007lbnG","","06.07.2023","Japan","Kanagawa","Western Pacific Region","fujifilm.com","FUJIFILM Corporation","FUJI DRI-CHEM IMMUNO AG HANDY COVID-19 Ag","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Japan MHLW","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","13.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Gamma","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gL9o","a2r69000007lbsS","","06.07.2023","Japan","Tokyo","Western Pacific Region","fujirebio.com/en","Fujirebio Inc.","ESPLINE SARS-CoV-2","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Japan MHLW","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
