"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Disease Target Phase","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","Performance Detail Submission Number","Assay Target","Study Type","Type of data source","Drug Resistance Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples","Other drug resistance target","Assay: Other Regulatory Approval","Assay: Purpose of submission"
"a2v69000004gKjN","a2r69000007lbL5","a266900000B8tr1","06.07.2023","Pasadena","United States","Region of the Americas","beckmancoulter.com","Beckman Coulter Inc.","T cell activation marker (TAM-TB) assay","Monitoring (treatment, immune status, patient)","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Immunoassay","Antigen","Other","Flow Cytometry","","Fluorescence","Not applicable","","Not applicable","","Other","Flow cytometry","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Whole Blood","","","Yes","No","","PD-57873","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gLKB","a2r69000007lbL9","a266900000B8tt9","06.07.2023","Minato-ku","Japan","Western Pacific Region","medience.co.jp","LSI Medience Corporation","PATHFAST-LAM","Triage/Screening; Monitoring (treatment, immune status, patient)","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Immunoassay","Antigen","Lipoarabinomannan (LAM)","Lateral Flow Assay","","Colorimetric","Not applicable","","Not applicable","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Sputum","","","Yes","No","","PD-58005","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gLMr","a2r69000007lbLE","a266900000B8ttM","06.07.2023","Thurleigh","United Kingdom","European Region","mologic.co.uk","Mologic Ltd.","gLAMexpress","Triage/Screening","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Immunoassay","Antigen","Lipoarabinomannan (LAM)","Lateral Flow Assay","","Colorimetric","Not applicable","","Not applicable","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Urine","","","Yes","No","","PD-58018","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKkn","a2r69000007lbEn","a266900000B8tqq","06.07.2023","Frederick","United States","Region of the Americas","akonni.com","Akonni Biosystems, Inc.","TruArray MDR-TB","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis; Mycobacterium Tuberculosis Complex Species","Research Use Only (RUO)","None","Already on the market (commercialized)","Molecular","DNA","MTB IS1245; MTB IS6110","Hybridization","Microarray","Colorimetric","inhA; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Sputum","","","Yes","No","","PD-57862","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKlA","a2r69000007lb6D","a266900000B8ttH","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB-RIF Dx","Diagnostic/confirmatory test","AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","rpoB","RRDR region","Rifampicin","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","No","RIF detection from sputum","PD-58013","DNA","Company-Sponsored","Instructions for Use (IFU)","Rifampicin","84.20","62.40","94.50","95.20","90.80","97.50","Active TB","Sputum","0","0","0","","WHO recommended","Test Directory"
"a2v69000004gKlA","a2r69000007lb6D","a266900000C4Gdf","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB-RIF Dx","Diagnostic/confirmatory test","AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","rpoB","RRDR region","Rifampicin","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","Yes","RIF detection from sputum","PD-69688","DNA","Independent","Other","Rifampicin","84.00","62.00","95.00","95.00","91.00","98.00","Active TB","Sputum","186","19","167","","WHO recommended","Test Directory"
"a2v69000004gKlC","a2r69000007lb8k","a266900000B8ttK","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB nrdB gene","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","No","TB detection from pulmonary and EPTB specimen","PD-58016","DNA","Company-Sponsored","Instructions for Use (IFU)","Not applicable","91.10","0.00","0.00","100.00","0.00","0.00","Active TB","Sputum","226","191","35","","WHO recommended","Test Directory"
"a2v69000004gKlC","a2r69000007lb8k","a266900000C4Gdg","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB nrdB gene","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","Yes","TB detection from sputum","PD-69689","DNA","Independent","Other","Not applicable","73.00","68.00","78.00","98.00","97.00","99.00","Active TB","Sputum","1336","258","1078","","WHO recommended","Test Directory"
"a2v69000004gKlC","a2r69000007lb8k","a266900000C4Gdk","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB nrdB gene","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","Yes","TB detection from sputum (smear positive)","PD-69690","DNA","Independent","Other","Not applicable","91.00","86.00","94.00","","","","Active TB","Sputum","174","174","0","","WHO recommended","Test Directory"
"a2v69000004gKlC","a2r69000007lb8k","a266900000C4Gdp","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB nrdB gene","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","Yes","TB detection  from sputum (smear negative)","PD-69691","DNA","Independent","Other","Not applicable","37.00","27.00","48.00","98.00","97.00","99.00","Active TB","Sputum","1162","84","1078","","WHO recommended","Test Directory"
"a2v69000004gKlB","a2r69000007lb6E","a266900000B8ttJ","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB-INH","Diagnostic/confirmatory test","AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","DNA","Not applicable","qPCR","","Fluorescence","inhA; katG","","Isoniazid","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","No","INH detection from sputum","PD-58015","DNA","Company-Sponsored","Instructions for Use (IFU)","Isoniazid","100.00","0.00","0.00","96.15","0.00","0.00","Active TB","Sputum","50","0","0","","","Test Directory"
"a2v69000004gKlD","a2r69000007lb8l","a266900000B8ttL","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB Plus","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS6110; MTB nrdz gene","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","No","TB detection from sputum","PD-58017","DNA","Company-Sponsored","Instructions for Use (IFU)","Not applicable","79.80","74.50","84.30","96.50","95.20","97.40","Active TB","Sputum","1654","0","0","","WHO recommended","Test Directory"
"a2v69000004gKlD","a2r69000007lb8l","a266900000C4Gdu","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB Plus","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS6110; MTB nrdz gene","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","Yes","TB detection from sputum","PD-69692","DNA","Independent","Other","Not applicable","80.00","75.00","84.00","96.00","95.00","97.00","Active TB","Sputum","1336","258","1078","","WHO recommended","Test Directory"
"a2v69000004gKlD","a2r69000007lb8l","a266900000C4Gdz","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB Plus","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS6110; MTB nrdz gene","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","Yes","TB detection from sputum (smear positive)","PD-69693","DNA","Independent","Other","Not applicable","96.00","92.00","98.00","","","","Active TB","Sputum","174","174","0","","WHO recommended","Test Directory"
"a2v69000004gKlD","a2r69000007lb8l","a266900000C4Ge4","06.07.2023","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat MTB Plus","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD; WHO recommended","Already on the market (commercialized)","Molecular","DNA","MTB IS6110; MTB nrdz gene","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Purified DNA","Sputum or EPTB specimen","","Yes","Yes","TB detection from sputum (smear negative)","PD-69694","DNA","Independent","Other","Not applicable","46.00","36.00","57.00","97.00","95.00","97.00","Active TB","Sputum","1162","84","1078","","WHO recommended","Test Directory"
"a2v69000004gKkh","a2r69000007lbF9","a266900000B8ts1","06.07.2023","Puteaux","France","European Region","elitechgroup.com","ELITechGroup","MDR/MTB ELITe MGB Kit for InGenius platform","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","inhA; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Sputum; Urine; Other","Cavitary Fluid; Biopsies/Tissue Bronchial Aspirate (BA); Gastric Aspirates","","Yes","No","","PD-57935","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKkg","a2r69000007lbF9","a266900000B8ts0","06.07.2023","Puteaux","France","European Region","elitechgroup.com","ELITechGroup","MDR/MTB ELITe MGB Kit for InGenius platform","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","inhA; katG; rpoB","","Isoniazid; Rifampicin","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Sputum; Urine; Other","Cavitary Fluid; Biopsies/Tissue Bronchial Aspirate (BA); Gastric Aspirates","","Yes","No","","PD-57934","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKkj","a2r69000007lbFA","a266900000B8ts3","06.07.2023","Puteaux","France","European Region","elitechgroup.com","ELITechGroup","MTB EXTRA ELITe MGB Kit for InGenius platform","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis Complex Species","Regulatory Achieved","Brazil ANVISA; CE-IVDD","Already on the market (commercialized)","Molecular","DNA","MTB IS6110","qPCR","","Fluorescence","Not applicable","","Not applicable","","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Sputum; Urine; Other","Cavitary Fluid; Biopsies/Tissue Bronchial Aspirate (BA); Gastric Aspirates","","Yes","No","","PD-57937","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
