"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: FIND Website Area","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","FIND Evaluation","Study Type","Type of data source","Assay Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples"
"a2v69000004gLJC","a2r69000007lboE","a266900000CC5fb","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagas Rapido First Response","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","20.00","Yes","No","FIND evaluation (Bolivia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","86.57","81.38","90.49","100.00","97.99","100.00","Chronic","Serum","403","0","0"
"a2v69000004gLJC","a2r69000007lboE","a266900000CC5fc","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagas Rapido First Response","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","20.00","Yes","No","FIND evaluation (Argentina)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","92.50","87.93","95.74","96.00","92.27","98.26","Chronic","Serum","400","0","0"
"a2v69000004gLJF","a2r69000007lc11","a266900000Bscci","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagatek ELISA Recombinant","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; Chile ANAMED; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","100.00","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gLJE","a2r69000007lc10","a266900000Bsccj","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagatek ELISA","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED; Chile ANAMED; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","70.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","99.00","0.00","0.00","","Serum","26686","1978","24708"
"a2v69000004gLJE","a2r69000007lc10","a266900000Bscck","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagatek ELISA","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED; Chile ANAMED; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","70.00","Yes","No","WHO comparative study data 2010","No","Independent","Published scientific article","Antibody (serological)","99.40","96.70","100.00","99.24","97.30","99.90","","Serum","430","168","262"
"a2v69000004gLJE","a2r69000007lc10","a266900000Bsccl","06.07.2023","Neglected Tropical Diseases","Unknown","Argentina","Region of the Americas","lab-lemos.com","Laboratorio Lemos SRL","Chagatek ELISA","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Argentina ANMAT; Bolivia AGEMED; Chile ANAMED; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","70.00","Yes","No","Caballero Evaluation of serological test 2007","No","Independent","Published scientific article","Antibody (serological)","100.00","94.50","100.00","100.00","97.40","100.00","","Whole Blood","166","53","113"
"a2v69000004gLJG","a2r69000007lboA","a266900000Bsccm","06.07.2023","Neglected Tropical Diseases","ZP 03100 Mexico","Mexico","Region of the Americas","silanes.com.mx","Laboratorios Silanes, S.A. de C.V.","Chagas Instantest","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Mexico COFEPRIS","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","30.00","Yes","No","Sachez-Camargo comparative study 2014","No","Independent","Published scientific article","Antibody (serological)","79.60","0.00","0.00","79.00","0.00","0.00","","Serum","0","0","0"
"a2v69000004gLJG","a2r69000007lboA","a266900000Bsccn","06.07.2023","Neglected Tropical Diseases","ZP 03100 Mexico","Mexico","Region of the Americas","silanes.com.mx","Laboratorios Silanes, S.A. de C.V.","Chagas Instantest","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Mexico COFEPRIS","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","30.00","Yes","No","Ferreiro Evaluation Instantest","No","Independent","","Antibody (serological)","69.40","0.00","0.00","84.00","0.00","0.00","","Serum","80","36","44"
"a2v69000004gLIQ","a2r69000007lbnK","a266900000Bscbf","06.07.2023","Neglected Tropical Diseases","Framingham","United States","Region of the Americas","kephera.com","Kephera Diagnostics, LLC","Chagas Disease Rapid Test based on TESA antigen","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Late Stage Development (fully functional prototype)","None","","Unspecified Market Entry","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Unknown","","100.00","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gLIP","a2r69000007lbNz","a266900000Bscbg","06.07.2023","Neglected Tropical Diseases","Framingham","United States","Region of the Americas","kephera.com","Kephera Diagnostics, LLC","Neurocysticercosis (T. solium) ELISA","Diagnostic/confirmatory test","ID","Cysticercosis","Taenia solium","Validation","None","","2023","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","150.00","Yes","No","Taenia solium overall","No","Company-Sponsored","Unpublished data","Antibody (serological)","98.00","91.00","100.00","99.00","95.00","100.00","","Serum","0","59","102"
"a2v69000003LBrQ","a2r69000006SkhG","","12.10.2023","Neglected Tropical Diseases","Abbott Park","United States","Region of the Americas","abbott.com","Abbott Laboratories","Bioline HAT 2.0","Diagnostic/confirmatory test","ID","Human African Trypanosomiasis (HAT)","Trypanosoma brucei","Regulatory Achieved","CE-IVDD; Korea MFDS","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","HAT IgA; HAT IgG; HAT IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","20.00","Yes","","","","","","","","","","","","","","","","",""
"a2v69000004gL9Q","a2r69000007lbAI","","06.07.2023","Neglected Tropical Diseases","Geneva","Switzerland","European Region","finddx.org","FIND","FIND-DCN Chagas RDT","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Late Stage Development (fully functional prototype)","None","","2025","Immunoassay","Antibody (serological)","Chagas Total Antibody","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood; Whole Blood","","15.00","Yes","","","","","","","","","","","","","","","","",""
"a2v69000004gLGb","a2r69000007lbhl","","06.07.2023","Neglected Tropical Diseases","Curitiba","Brazil","Region of the Americas","ibmp.org.br","IBMP - Instituto de Biologia Molecular do Paraná","Kit NAT Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA","","2022","Molecular","DNA","Unknown","qPCR","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Whole Blood","","","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000000azcr","a2rVj0000003YI5","","08.03.2024","Neglected Tropical Diseases","Nova Lima","Brazil","Region of the Americas","ecodiagnostica.com.br","ECO Diagnostica","Urine CCA (Schisto) ECO Teste","Diagnostic/confirmatory test","ID","Schistosomiasis","Other; Schistosoma mansoni","Regulatory Achieved","Brazil ANVISA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","CCA","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Urine","","20.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0iz","a2rVj0000007nSL","","08.07.2024","Neglected Tropical Diseases","Seongnam-si","Korea, Republic of","Western Pacific Region","bio-square.com","BioSquare Inc.","QuantumPACK Easy Leishmania Ab","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani","Late Stage Development (fully functional prototype)","None","","2025","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","15.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0ir","a2rVj0000007nSD","","08.07.2024","Neglected Tropical Diseases","Abbott Park","United States","Region of the Americas","abbott.com","Abbott Laboratories","SD BIOLINE Leishmania Ab","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania spp","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","10.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jS","a2rVj0000007nSo","","08.07.2024","Neglected Tropical Diseases","Cochin","India","South-East Asian Region","ubio.in","Ubio Biotechnology Systems Pvt Ltd","Sensit Leishmaniasis Ab rK39 test","Triage/Screening; Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","10.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0is","a2rVj0000007nSE","","08.07.2024","Neglected Tropical Diseases","Wokingham","United Kingdom","European Region","apacor.com","Apacor Limited","Leishmania Dipstick Rapydtest","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania spp","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","10.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0it","a2rVj0000007nSF","","08.07.2024","Neglected Tropical Diseases","Hangzhou","China","Western Pacific Region","diareagent.com","Assure Tech. (Hangzhou) Co., ltd.","Leishmania IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG; Anti-L.donovani IgM; Anti-L.infantum IgG; Anti-L.infantum IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","15.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0iu","a2rVj0000007nSG","","08.07.2024","Neglected Tropical Diseases","HeBei","China","Western Pacific Region","atlas-link.com","Atlas Link Technology Co., Ltd.","NOVAtest Leishmania IgG/IgM Antibody Joint Test","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG; Anti-L.donovani IgM; Anti-L.infantum IgG; Anti-L.infantum IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","10.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0iv","a2rVj0000007nSH","","08.07.2024","Neglected Tropical Diseases","Beijing","China","Western Pacific Region","jwfbio.com","Beijing Jinwofu Bioengineering Technology Co., ltd.","Genfocus Leishmania IgG/IgM Ab Combo Rapid Test","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG; Anti-L.donovani IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0iw","a2rVj0000007nSI","","08.07.2024","Neglected Tropical Diseases","Coquitlam","Canada","Region of the Americas","rapidtest.ca","Biocan Diagnostics Inc","Tell Me Fast One Step Visceral Leishmaniasis (VL) Test","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Serum","","15.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0iy","a2rVj0000007nSK","","08.07.2024","Neglected Tropical Diseases","Lucknow","India","South-East Asian Region","biogenixinc.com","BioGenix","Leishmania IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG; Anti-L.donovani IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","15.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jM","a2rVj0000007nSi","","08.07.2024","Neglected Tropical Diseases","Verna Industrial Estate, Verna,","India","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat Leishmania","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania spp","Early Stage Development (partial prototype)","None","","Unknown","Molecular","DNA","Unknown","qPCR","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jN","a2rVj0000007nSj","","08.07.2024","Neglected Tropical Diseases","Canoga Park","United States","Region of the Americas","monocent.com","Monocent, Inc.","Leishmania IgG/IgM","Diagnostic/confirmatory test","ID","Cutaneous Leishmaniasis; Mucocutaneous Leishmaniasis; Visceral Leishmaniasis","Leishmania spp","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jO","a2rVj0000007nSk","","08.07.2024","Neglected Tropical Diseases","Little Bentley","United Kingdom","European Region","rapidlabs.co.uk","Rapid Labs ltd.","Leishmania IgG/IgM – whole blood/serum/plasma","Triage/Screening; Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG; Anti-L.donovani IgM; Anti-L.infantum IgG; Anti-L.infantum IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jQ","a2rVj0000007nSm","","08.07.2024","Neglected Tropical Diseases","Shenzhen","China","Western Pacific Region","spanbio.com","SPAN BIOTECH LTD.","One-Step Leishmania IgG/IgM Rapid Test","Triage/Screening; Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgA; Anti-L.donovani IgG; Anti-L.donovani IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Whole Blood","","15.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jR","a2rVj0000007nSn","","08.07.2024","Neglected Tropical Diseases","Verna - Goa, India","India","South-East Asian Region","tulipgroup.com","Tulip Diagnostics (P) ltd.","Leishcheck","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","10.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jC","a2rVj0000007nSY","","08.07.2024","Neglected Tropical Diseases","Vilnus","Lithuania","European Region","eurogenomas.com","Euro Genomas","Leishmania IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Cutaneous Leishmaniasis; Mucocutaneous Leishmaniasis; Visceral Leishmaniasis","Leishmania spp","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-Leishmania IgG; Anti-Leishmania IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jE","a2rVj0000007nSa","","08.07.2024","Neglected Tropical Diseases","Thurleigh","United Kingdom","European Region","globalaccessdx.com","Global Access Diagnostics (GADx)","IT-Leish","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania spp","Regulatory Achieved","UKCA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-Leishmania IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Whole Blood","","20.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jF","a2rVj0000007nSb","","08.07.2024","Neglected Tropical Diseases","Hangzhou","China","Western Pacific Region","alltests.com.cn","Hangzhou AllTest Biotech Co., Ltd.","Leishmania IgG/IgM Rapid Test","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG; Anti-L.donovani IgM; Anti-L.infantum IgG; Anti-L.infantum IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood; Whole Blood","","15.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jH","a2rVj0000007nSd","","08.07.2024","Neglected Tropical Diseases","Huzhou","China","Western Pacific Region","orientgene.com","Zhejiang Orient Gene Biotech Co., Ltd.","Leishmania Ab Rapid Test strip/cassette","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG; Anti-L.donovani IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jI","a2rVj0000007nSe","","08.07.2024","Neglected Tropical Diseases","Roma","Italy","European Region","","Immunospark S.r.l.","Leishmania IgG/IgM","Diagnostic/confirmatory test","ID","Cutaneous Leishmaniasis; Mucocutaneous Leishmaniasis; Visceral Leishmaniasis","Leishmania spp","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jJ","a2rVj0000007nSf","","08.07.2024","Neglected Tropical Diseases","Seattle","United States","Region of the Americas","inbios.com","InBios International, Inc.","Kalazar Detect Rapid Test","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Achieved","CE-IVDD; US FDA 510k","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-Leishmania IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Serum","","10.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jA","a2rVj0000007nSW","","08.07.2024","Neglected Tropical Diseases","Otawara","Japan","Western Pacific Region","eiken.co.jp","Eiken Chemical Co., Ltd.","Loopamp Leishmania Detection Kit","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania infantum","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","DNA","Other","Isothermal LAMP","","One-pot","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Whole Blood","","45.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0jB","a2rVj0000007nSX","","08.07.2024","Neglected Tropical Diseases","Nova Lima","Brazil","Region of the Americas","ecodiagnostica.com.br","ECO Diagnostica","LSH Ab ECO Test","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Achieved","Brazil ANVISA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","10.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0j5","a2rVj0000007nSR","","08.07.2024","Neglected Tropical Diseases","Poway","United States","Region of the Americas","ctkbiotech.com","CTK Biotech, Inc.","OnSite Leishmania Ab Rapid Test","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgG; Anti-L.donovani IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Whole Blood","","15.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0j6","a2rVj0000007nSS","","08.07.2024","Neglected Tropical Diseases","Poway","United States","Region of the Americas","ctkbiotech.com","CTK Biotech, Inc.","rK28 RDT","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-L.donovani IgA; Anti-L.donovani IgG; Anti-L.donovani IgM","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","10.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0j8","a2rVj0000007nSU","","08.07.2024","Neglected Tropical Diseases","Woodland Hills","United States","Region of the Americas","rapidtest.com","Diagnostic Automation / Cortez Diagnostics (DACD)","Human Visceral Leishmania Rapid Test (Strip) RapiDip InstaTest","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania donovani; Leishmania infantum","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Serum","","10.00","Yes","","","","","","","","","","","","","","","","",""
"a2vVj000001S0j9","a2rVj0000007nSV","","08.07.2024","Neglected Tropical Diseases","Shanghai","China","Western Pacific Region","easemedtrend.com","EASE-Medtrend Biotech (Shanghai), Ltd.","Visceral Leishmania K28 Ab IgG, Lateral Blot","Diagnostic/confirmatory test","ID","Visceral Leishmaniasis","Leishmania spp","Regulatory Status Unknown","Unknown","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-Leishmania IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","10.00","Yes","","","","","","","","","","","","","","","","",""
