"Test Directory Package ID","Assay: Company/Institution Name: Organisation Name","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Region","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country of Manufacturer","Assay: Created Date","Assay: Assay ID","Assay: Assay Name","Instrument: Instrument Name","Assay: Product Website","Assay: Stage of Development","Assay: Planned Market Entry","Assay: Regulatory Approval","Assay: Primary Use Case","Assay: Syndromes","Assay: Disease Target","Assay: Assay Aim","Assay: ID type","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Other Target Analyte","Assay: Target Pathogen","Assay: Other target pathogen","Assay: Target Organism Classes","Assay: Type of Technology","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Other Readout Technology","Assay: Qualitative or Quantitative","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Antimicrobial Resistance Class","Assay: Other Antimicrobial Resistance Class","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: AST Output","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: End user profile (training level)","Assay: Lab vs. POC","Assay: Health Level","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Assay: Confidentiality Level","Assay: Comments","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region"
"a2v69000004gKJD","Acro Biotech Inc.","acrobiotech.com","Americas","Rancho Cucamonga","United States","25.05.2023","a2r69000007laP9","Gonorrhea and Chlamydia Combo Rapid Test Cassette","","acrobiotech.com/women-s-health","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Diagnostic/confirmatory test","Sexually Transmitted Infections","Unspecified","ID","Identification","Antigen","Unknown","","Chlamydia trachomatis; Neisseria gonorrhoeae","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","Unknown","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Vaginal swab","","","Yes","","","United States","Region of the Americas"
"a2v69000004gKIf","CERTEST BIOTEC SL","certest.es/","Europe","San Mateo de Gallego","Spain","25.05.2023","a2r69000007laOb","CerTest Clostridium difficile GDH+Toxin A+B+Lactoferrin one step combo card test","","certest.es/products/gdh-toxin-a-toxin-b-lactoferrin/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Enteric","Unspecified","ID","Presumptive identification","Antigen","Unknown","","Clostridioides difficile","","Bacteria (Gram+)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","Standard lab instrumentation is required","Manual","Trained staff in health care facilities","near Point of Care","","Intended for professional use only","Stool","","10.00","Yes","","","Spain","European Region"
"a2v69000004gKJG","Human Gesellschaft für Biochemica und Diagnostica mbH","human.de","Europe","Wiesbaden","Germany","25.05.2023","a2r69000007laPC","Hexagon Chlamydia","","human.de/rapid-screening-tests#unfold-204415","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Sexually Transmitted Infections","Unspecified","ID","Identification","Antigen","Unknown","","Chlamydia trachomatis","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","Unknown","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Urethral swab","","30.00","Yes","","","Germany","European Region"
"a2v69000004gKIe","CERTEST BIOTEC SL","certest.es/","Europe","San Mateo de Gallego","Spain","25.05.2023","a2r69000007laOa","CerTest E. coli O157+VT1+VT2 one step combo card test","","certest.es/products/e-coli-0157-vt1-vt2/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Enteric","Unspecified","ID","Identification","Antigen","Unknown","","Escherichia coli","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","Standard lab instrumentation is required","Manual","Trained staff in health care facilities","near Point of Care","","Intended for professional use only","Colony/plate; Stool","","10.00","Yes","","","Spain","European Region"
"a2v69000004gKJF","Cypress Diagnostics","diagnostics.be","Europe","Unknown","Belgium","25.05.2023","a2r69000007laPB","Cypress Diagnostics Chlamydia Test","","diagnostics.be/product/322","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Diagnostic/confirmatory test","Sexually Transmitted Infections","Unspecified","ID","Identification","Antigen","Unknown","","Chlamydia trachomatis","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","Unknown","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Endocervical swab; Urethral swab","","","Yes","","","Belgium","European Region"
"a2v69000004gKIh","nal von minden GmbH","nal-vonminden.com","Europe","Moers","Germany","25.05.2023","a2r69000007laOd","NADAL C. difficile GDH Ag test","","nal-vonminden.com/en/nadalr-c-difficile-gdh-ag-test-1x10-test-cassettes.html","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Diagnostic/confirmatory test","Enteric","Unspecified","ID","Presumptive identification","Antigen","Unknown","","Clostridioides difficile","","Bacteria (Gram+)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","Unknown","Manual","Trained staff in health care facilities","near Point of Care","","Intended for professional use only","Stool","","","Yes","","","Germany","European Region"
"a2v69000004gKJI","Great Basin Scientific","gbscience.com","Americas","Salt Lake City","United States","25.05.2023","a2r69000007laPE","Bordetella Direct Test","","gbscience.com/products/panels-and-tests/bordetella-direct-test/","Regulatory Achieved","Already on the market (commercialized)","US FDA 510k","Diagnostic/confirmatory test","Upper Respiratory Tract Infections","Pertussis","ID","Identification","DNA","Unknown","","Bordetella pertussis","","Bacteria (Gram-)","Molecular","PCR (conventional)","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Cartridge-based processing","","A proprietary/new instrument is required","Fully automated (including sample preparation)","Laboratory Technician","Lab-based","","Intended for professional use only","Nasopharyngeal swab","","120.00","Yes","","","United States","Region of the Americas"
"a2v69000004gKIg","Nanjing Liming Bio-products Co., Ltd.","limingbio.com","Western Pacific","Nanjing","China","25.05.2023","a2r69000007laOc","H. Pylori Antigen Rapid Test","","limingbio.com/h-pylori-antigen-test/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Enteric","Unspecified","ID","Identification","Antigen","Unknown","","Helicobacter pylori","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","Unknown","Manual","Trained staff in health care facilities","near Point of Care","","Intended for professional use only","Stool","","15.00","Yes","","","China","Western Pacific Region"
"a2v69000004gKJH","QINGDAO HIGHTOP BIOTECH CO., LTD","hightopqd.com","Western Pacific","Qingdao","China","25.05.2023","a2r69000007laPD","HIGHTOP Chlamydia Trachomatis Antigen Rapid Test","","hightopqd.com/EN/productny.aspx?ProductsID=94&oid=82&CateId=73","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Diagnostic/confirmatory test","Sexually Transmitted Infections","Unspecified","ID","Identification","Antigen","Unknown","","Chlamydia trachomatis","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","Unknown","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Endocervical swab; Urethral swab","","15.00","Yes","","","China","Western Pacific Region"
"a2v69000004gKHi","Biozek Medical","biozek.com","Europe","Apeldoorn","Netherlands","25.05.2023","a2r69000007laNe","DCR2000 PCT","","biozek.com/dcr-2000-2/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","Procalcitonin","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","","Intended for professional use only","Unknown","","","Yes","","","Netherlands","European Region"
"a2v69000004gKIJ","Assure Tech. (Hangzhou) Co., ltd.","diareagent.com","Western Pacific","Hangzhou","China","25.05.2023","a2r69000007laOF","Assure Tech E. coli O157","","diareagent.com/products-details-en.php?id=9","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Diagnostic/confirmatory test","Enteric","Unspecified","ID","Identification","Antigen","Unknown","","Escherichia coli","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Stool","","","Yes","","","China","Western Pacific Region"
"a2v69000004gKHh","Biozek Medical","biozek.com","Europe","Apeldoorn","Netherlands","25.05.2023","a2r69000007laNd","DCR2000 CRP","","biozek.com/dcr-2000-2/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","C-reactive protein","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","","Intended for professional use only","Unknown","","","Yes","","","Netherlands","European Region"
"a2v69000004gKII","Assure Tech. (Hangzhou) Co., ltd.","diareagent.com","Western Pacific","Hangzhou","China","25.05.2023","a2r69000007laOE","Assure Tech C. difficile Toxin A/B+GDH Combo","","diareagent.com/products-details-en.php?id=5","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Diagnostic/confirmatory test","Enteric","Unspecified","ID","Presumptive identification","Antigen","Unknown","","Clostridioides difficile","","Bacteria (Gram+)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Stool","","","Yes","","","China","Western Pacific Region"
"a2v69000004gKHk","Biozek Medical","biozek.com","Europe","Apeldoorn","Netherlands","25.05.2023","a2r69000007laNg","DCR2000 IL-6","","biozek.com/dcr-2000-2/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","Interleukin-6","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","","Intended for professional use only","Unknown","","","Yes","","","Netherlands","European Region"
"a2v69000004gKIL","Assure Tech. (Hangzhou) Co., ltd.","diareagent.com","Western Pacific","Hangzhou","China","25.05.2023","a2r69000007laOH","Assure Tech Shigella","","diareagent.com/products-details-en.php?id=13","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Diagnostic/confirmatory test","Enteric","Unspecified","ID","Presumptive identification","Antigen","Unknown","","Shigella spp","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Stool","","","Yes","","","China","Western Pacific Region"
"a2v69000004gKHj","Biozek Medical","biozek.com","Europe","Apeldoorn","Netherlands","25.05.2023","a2r69000007laNf","DCR2000 SAA","","biozek.com/dcr-2000-2/","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Triage/Screening","Inflammation","Unspecified","Host Response","Not applicable","Antigen","Serum Amyloid A","","Not applicable","","Not applicable","Immunoassay","Lateral Flow Assay","","Fluorescence","","Quantitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","Trained staff in health care facilities","near Point of Care","","Intended for professional use only","Unknown","","","Yes","","","Netherlands","European Region"
"a2v69000004gKIK","Assure Tech. (Hangzhou) Co., ltd.","diareagent.com","Western Pacific","Hangzhou","China","25.05.2023","a2r69000007laOG","Assure Tech H.Pylori Antigen","","diareagent.com/products-details-en.php?id=10","Regulatory Status Unknown","Already on the market (commercialized)","Unknown","Diagnostic/confirmatory test","Enteric","Unspecified","ID","Identification","Antigen","Unknown","","Helicobacter pylori","","Bacteria (Gram-)","Immunoassay","Lateral Flow Assay","","Colorimetric","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","Trained staff in health care facilities","True Point of Care","","Intended for professional use only","Stool","","","Yes","","","China","Western Pacific Region"
"a2v69000004gKHm","TIB Molbiol/Roche Diagnostics","tib-molbiol.de","Europe","Berlin","Germany","25.05.2023","a2r69000007laNi","LightMix Modular Gastro Bacteria Multiplex Testing","","diagnostics.roche.com/global/en/products/params/lightmix-modular-assays.html","Regulatory Achieved","Already on the market (commercialized)","CE-IVDD","Diagnostic/confirmatory test","Enteric","Diarrhea","ID","Presumptive identification","DNA","Unknown","","Campylobacter spp; Other; Salmonella spp.; Shigella spp; Yersinia enterocolitica","Aeromonas spp","Bacteria (Gram-)","Molecular","qPCR","","Fluorescence","","Qualitative","Not applicable","","Not applicable","","Not applicable","","Not applicable","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Laboratory Technician","Lab-based","","Intended for professional use only","Stool","","","Yes","","","Germany","European Region"
