"Submission ID","Performance Detail Submission ID","Created Date","Date of Submission","Country of Manufacturer","Region","Website","Organisation Name","Submission Title","Disease Target","Stage of Development","Regulatory Approval","Type of Technology","Assay Target","Target Analyte(s)","Technology principle","Test Format","Instrument requirement","Level of automation","Lab vs. POC","Self-testing/Self-Collection","Validated Sample Types","Time to results excl sample prep (mins)","Time to results incl sample prep (mins)","Connectivity Solution","FIND Evaluation","Impact of SARS-COV-2 Alpha variant","Impact of SARS-COV-2 Beta variant","Impact of SARS-COV-2 Gamma variant","Impact of SARS-COV-2 Delta variant","Impact of SARS-COV-2 Delta+ variant","Impact of SARS-COV-2 Omicron variant","S gene dropout","SARS-CoV-2 variant(s)","Test to be listed on FIND's web page?","Data to be published on FIND's web page","Is this a variant detection test?","Revoked/Not Approved By","Study Type","Sensitivity (%)","Specificity (%)","Number of positive samples","Number of negative samples","Total number of samples"
"a0B6900001J3l7g","a266900000A9w59","01.03.2021","01.03.2021","Korea, Republic of","Western Pacific","cells-safe.com","CellSafe","LAMPlex RT-qLAMP COVID-19 Detection Assay","SARS-CoV-2","Regulatory Achieved","CE-IVD; Saudi Arabia SFDA; Malaysia MDA","Molecular","RNA","N gene","RT-LAMP","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Sputum","25.00","35.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","98.20","99.10","110","110","220"
"a0B6900001LldRT","a266900000B2leE","02.02.2022","02.02.2022","Japan","Western Pacific","cellspect.com/en/company","Cellspect","Quampas COVID-19 Antigen Test Kit","SARS-CoV-2","Regulatory Achieved","Japan MHLW","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","20.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","","No impact (analytical/clinical studies conducted)","","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","75.00","16","50","66"
"a0B6900001J40Gy","a266900000A9wE5","06.04.2021","06.04.2021","United States","Americas","celltrion.com","Celltrion USA, Inc.","SAMPINUTE COVID-19 Antigen MIA","SARS-CoV-2","Regulatory Achieved","US FDA EUA; CE-IVD","Immunoassay","Antigen","S-protein RBD","ELISA/EIA","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Nasopharyngeal swab","10.00","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","5","100","105"
"a0B6900001LlHzF","a266900000AuhcK","03.12.2021","","United States","Americas","celltrion.com","Celltrion USA, Inc.","Celltrion DiaTrust COVID-19 Ag Rapid Test","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","86.10","99.40","36","175","211"
"a0B6900001LlHzE","a266900000Auhl8","03.12.2021","","United States","Americas","celltrion.com","Celltrion USA, Inc.","Celltrion DiaTrust COVID-19 Ag Home Test","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","86.70","99.80","45","447","492"
"a0B6900001LkleJ","a2669000009z9cV","02.09.2021","02.09.2021","United States","Americas","cdc.gov","Centers for Disease Control and Prevention","CDC 2019-nCoV Real-Time RT-PCR Diagnostic Panel (CDC)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; CE-IVD","Molecular","RNA","N gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage; Sputum; Other","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","","",""
"a0B6900001LkleK","a2669000009z9cW","02.09.2021","02.09.2021","United States","Americas","cdc.gov","Centers for Disease Control and Prevention","Influenza SARS-CoV-2 (Flu SC2) Multiplex Assay","SARS-CoV-2","Regulatory Achieved","US FDA EUA; CE-IVD","Molecular","RNA","N gene; InfB NS; InfA Matrix gene; Other","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage; Sputum; Other","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","","",""
"a0B6900001PDlzs","a266900000BBceD","20.05.2022","20.05.2022","United States","Americas","www.cepheid.com","Cepheid","Xpert Xpress CoV-2 plus","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Molecular","RNA","E gene; N gene; RdRp gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab","","","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","96.50","","","163"
"a0B6900001J4MDw","a266900000A9wIS","31.05.2021","31.05.2021","United States","Americas","www.cepheid.com","Cepheid","Xpert Xpress SARS-CoV-2/Flu/RSV","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Japan MHLW; Australia TGA; Health Canada","Molecular","RNA","E gene; N2 gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","","25.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.90","100.00","46","193","239"
"a0B6900001J3zNo","a266900000A9wCs","02.04.2021","02.04.2021","United States","Americas","www.cepheid.com","Cepheid","Xpert Xpress SARS-CoV-2 test","SARS-CoV-2","Regulatory Achieved","WHO EUL; US FDA EUA; Japan MHLW; Australia TGA; Health Canada; Singapore HSA; CE-IVD; MHRA UK; Philippines FDA","Molecular","RNA","E gene; N2 gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab","30.00","45.00","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.80","95.60","45","45","90"
"a0B6900001LlK4F","a266900000Av8NL","09.12.2021","09.12.2021","United States","Americas","www.cepheid.com","Cepheid","Xpert Xpress CoV-2/Flu/RSV plus","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; Health Canada; MHRA UK","Molecular","RNA","E gene; N gene; RdRp gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Unknown","","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001Lm7Ul","a266900000BErei","20.04.2022","20.04.2022","United States","Americas","www.cepheid.com","Cepheid","Xpert Xpress SARS-CoV-2 DoD","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Molecular","RNA","E gene; N2 gene","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab","30.00","40.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.00","100.00","19","21","40"
"a0B6900001J45nz","a266900000A9wEv","20.04.2021","20.04.2021","Spain","Europe","certest.es/","CerTest Biotec S.L.","CerTest SARS-CoV-2","SARS-CoV-2","Regulatory Achieved","Brazil ANVISA; CE-IVD; WHO EUL Under Assessment","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","10.00","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","94.00","100.00","84","150","234"
"a0B6900001J3npU","a266900000A9w8z","08.03.2021","08.03.2021","Spain","Europe","certest.es/","CerTest Biotec S.L.","VIASURE SARS-CoV-2 Real Time PCR Detection Kit","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD; MHRA UK; WHO EUL Under Assessment","Molecular","RNA","N gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Saliva","90.00","120.00","No","Yes","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.00","97.00","536","719","1255"
"a0B6900001J3nqr","a266900000A9w91","08.03.2021","08.03.2021","Spain","Europe","certest.es/","CerTest Biotec S.L.","VIASURE SARS-CoV-2 (N1 + N2) Real Time PCR Detection Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD; MHRA UK","Molecular","RNA","N gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva","90.00","120.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","72","101","173"
"a0B6900001J3nyb","a266900000A9w95","08.03.2021","08.03.2021","Spain","Europe","certest.es/","CerTest Biotec S.L.","VIASURE SARS-CoV-2, Flu & RSV Real Time PCR Detection Kit","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD; MHRA UK","Molecular","RNA","N gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","90.00","120.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","26","128","154"
"a0B6900001J4MDh","a266900000A9wIP","31.05.2021","31.05.2021","United States","Americas","chaibio.com/pcr-test-kits/coronavirus","Chai Biosciences","COVID-19 Saliva Dx Test Kit","SARS-CoV-2","Research Use Only (RUO)","None","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Saliva","","120.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001LlzSB","a266900000B5QIv","28.03.2022","","China","Western Pacific","sinocareintl.com","Changsha Sinocare Inc.","SARS-CoV-2 Antigen Test Kit (Colloidal Gold Method)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LlzSC","a266900000B5QIw","28.03.2022","","China","Western Pacific","www.czbiowin.cn","Changzhou Biowin Pharmaceutical Co.,Ltd.","Novel Coronavirus (COVID-19) Antigen Test Kit (Colloidal Gold) For Saliva)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","91.89","99.20","111","128","239"
"a0B6900001LlzSD","a266900000B5QIx","28.03.2022","","China","Western Pacific","www.czbiowin.cn","Changzhou Biowin Pharmaceutical Co.,Ltd.","Novel Coronavirus (COVID-19) Antigen Test Kit(Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Oropharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","91.89","99.20","111","128","239"
