"Performance Detail Submission: ID","Parent Submission: Created Date","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Product Website","Parent Submission: Regulatory Approval","Sensitivity (%)","Specificity (%)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a2669000009z9b3","02.09.2021","02.09.2021","CTK Biotech, inc.","Aridia COVID-19 Real Time PCR Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://www.ctkbiotech.com","Australia TGA; CE-IVD; Philippines FDA","97.50","99.90","Molecular","RNA","ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Plasma","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wF9","27.04.2021","27.04.2021","CTK Biotech, inc.","OnSite COVID-19 Ag Rapid Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://www.ctkbiotech.com","WHO EUL; Australia TGA; Brazil ANVISA; CE-IVD; Philippines FDA; South Africa SAHPRA; Colombia INVIMA; Peru DIGEMID; Indonesia MDR","92.30","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","Yes","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wFB","28.04.2021","28.04.2021","CTK Biotech, inc.","OnSite COVID-19 IgG/IgM Rapid Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://www.ctkbiotech.com","Australia TGA; Brazil ANVISA; CE-IVD; Other","96.70","91.40","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","10.00","No","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJc","28.03.2022","","CTK Biotech, inc.","Aria COVID-19 Ag Rapid Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://ctkbiotech.com/","CE-IVD","0.00","0.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldg","01.02.2022","01.02.2022","CTK Biotech, inc.","OnSite COVID-19 Ag Self Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://www.ctkbiotech.com","Australia TGA; WHO EUL Under Assessment","100.00","98.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wEg","19.04.2021","19.04.2021","Cue Health","Cue COVID-19 Test","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://www.cuehealth.com","US FDA EUA; Health Canada","98.70","97.60","Molecular","RNA","N gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasal swab","20.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wBw","30.03.2021","30.03.2021","Cue Health","Cue COVID-19 Test for Home and Over The Counter (OTC) Use","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://www.cuehealth.com","US FDA EUA; Singapore HSA; CE-IVD","97.40","99.10","Molecular","RNA","N gene","RT-isothermal NAT (other)","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","True Point of Care","Intended for self-testing (version available)","Nasal swab","20.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9dc","02.09.2021","02.09.2021","Curative Inc. (in conjunction with KorvaLabs, Inc.)","Curative-Korva SARS-Cov-2 Assay","SARS-CoV-2","Research Use Only (RUO)","United States","Americas","https://curative.com/","None","","","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","US FDA EUA"
"a266900000A9wC2","30.03.2021","30.03.2021","CURIOSITY DIAGNOSTICS SP Z O O","PCR|ONE SARS-CoV-2 Test","SARS-CoV-2","Regulatory Achieved","Poland","Europe","http://pcrone.com/","CE-IVD","0.00","0.00","Molecular","RNA","N gene; ORF1ab","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab","15.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJW","28.03.2022","","Cypress Diagnostics","COVID-19 Ag Rapid Test","SARS-CoV-2","Regulatory Achieved","Belgium","Europe","https://diagnostics.be/","CE-IVD","93.00","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5d","03.03.2021","03.03.2021","Cytecs GmbH","SARS-CoV-2 RT-PCR","SARS-CoV-2","Regulatory Achieved","Germany","Europe","https://www.cytecs.com","CE-IVD","95.45","98.46","Molecular","RNA","E gene; N gene; ORF1b","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","230.00","No","No","Unknown","Potential impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9YM","02.09.2021","02.09.2021","Da An Gene Co., ltd. Of Sun Yat-Sen University","Detection Kit for 2019 Novel Coronavirus (2019-nCoV) RNA (PCR-Fluorescence Probi","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://www.daangene.com","WHO EUL; China NMPA","","","Molecular","RNA","N gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Oropharyngeal swab; Sputum","","No","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9YN","02.09.2021","02.09.2021","Da An Gene Co., ltd. Of Sun Yat-Sen University","Novel Coronavirus (2019-nCoV) Real Time Multiplex RT-PCR kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://www.daangene.com","China NMPA; CE-IVD","","","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AuhkD","03.12.2021","","Da An Gene Co., ltd. Of Sun Yat-Sen University","Detection Kit for 2019-nCoV (PCR-Fluorescence)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.daangene.com/","China NMPA; CE-IVD; WHO EUL Under Assessment","","","Molecular","RNA","N gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Oropharyngeal swab; Sputum","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AuhkE","03.12.2021","","dba SpectronRX","Hymon SARS-CoV-2 Test Kit","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://spectronrx.com/","US FDA EUA","100.00","100.00","Molecular","RNA","E gene; N gene","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage","","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wJF","04.06.2021","04.06.2021","DDS DIAGNOSTIC","Rapid test COVID-19 antigen (nasal swab)","SARS-CoV-2","Regulatory Achieved","Romania","Europe","","CE-IVD","98.77","99.03","Immunoassay","Antigen","S-protein (type unknown)","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJT","28.03.2022","","Dejavu Medikal San. Tic.Ldt.Azti","Dejavu COVID-19 Antigen Rapit test (nazofaringeal/ orafaringel swap)","SARS-CoV-2","Regulatory Achieved","Turkey","Europe","www.dejavumedikal.com","CE-IVD","0.00","0.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wEj","19.04.2021","19.04.2021","Delbio Inc.","Dagene 1 SARS-CoV-2 Detection Kit","SARS-CoV-2","Regulatory Achieved","Taiwan, Republic of China","Western Pacific","http://www.delbioww.com/en/Home/Index","Japan MHLW; CE-IVD","","","Molecular","RNA","N gene; RdRp gene","qRT-PCR","Cartridge-based processing","A proprietary/new instrument is required","Fully automated (including sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","90.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJU","28.03.2022","","Delta Chemie Biotechnology SAS","OneCheck Covid-19 Ag","SARS-CoV-2","Regulatory Achieved","Italy","Europe","www.deltachemie.it","CE-IVD","96.00","99.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJV","28.03.2022","","Delta Chemie Biotechnology SAS","OneCheck Covid-19 Ag Saliva","SARS-CoV-2","Regulatory Achieved","Italy","Europe","www.deltachemie.it","CE-IVD","90.10","99.20","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9br","02.09.2021","02.09.2021","Demeditec Diagnostics GmbH","COVID-19 (SARS-CoV-2) IgM ELISA","SARS-CoV-2","Regulatory Achieved","Germany","Europe","https://www.demeditec.com","CE-IVD","","100.00","Immunoassay","Antibody (serological)","IgM","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Plasma","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a2669000009z9bq","02.09.2021","02.09.2021","Demeditec Diagnostics GmbH","COVID-19 (SARS-CoV-2) IgA ELISA","SARS-CoV-2","Regulatory Achieved","Germany","Europe","https://www.demeditec.com","CE-IVD","","98.26","Immunoassay","Antibody (serological)","IgA","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum; Plasma","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5I","02.03.2021","02.03.2021","Demeditec Diagnostics GmbH","COVID-19 (SARS-CoV-2) quantitative IgG ELISA","SARS-CoV-2","Regulatory Achieved","Germany","Europe","https://www.demeditec.com","CE-IVD","97.00","99.49","Immunoassay","Antibody (serological)","IgG","ELISA/EIA","IA Reagent Kit","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","90.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
