submission_id,performance_detail_submission_id,date_of_submission,manufacturer,submission_title,disease_target,stage_of_development,permalink,regulatory_status,clinical_sensitivity,clinical_specificity,type_of_technology,assay_target,target_analyte,technology_principle,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,time_to_results_excl_prep,time_to_results_incl_prep,connectivity_solution,find_evaluation,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta,sc2_delta_plus,sc2_omicron,s_gene_dropout,scov2_variants,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,is_this_a_variant_detection_test,revoked_not_approved_by,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,regex,country,region
a0B6900001LklaB,a2669000009z9YN,02.09.21,"Da An Gene Co., ltd. Of Sun Yat-Sen University",Novel Coronavirus (2019-nCoV) Real Time Multiplex RT-PCR kit,SARS-CoV-2,Regulatory Achieved,daangene.com,China NMPA; CE-IVD,NA,NA,Molecular,RNA,Unknown,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001LlHzU,a266900000AuhkD,NA,"Da An Gene Co., ltd. Of Sun Yat-Sen University",Detection Kit for 2019-nCoV (PCR-Fluorescence),SARS-CoV-2,Regulatory Achieved,daangene.com,China NMPA; CE-IVD; WHO EUL Under Assessment,NA,NA,Molecular,RNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Oropharyngeal swab; Sputum,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001LlHzV,a266900000AuhkE,NA,dba SpectronRX,Hymon SARS-CoV-2 Test Kit,SARS-CoV-2,Regulatory Achieved,https://spectronrx.com/,US FDA EUA,100,100,Molecular,RNA,E gene; N gene,qRT-PCR,"NAT reagent kit – proprietary platform",A proprietary/new instrument is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,NA,NA,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001J4OO8,a266900000A9wJF,04.06.21,DDS DIAGNOSTIC,Rapid test COVID-19 antigen (nasal swab),SARS-CoV-2,Regulatory Achieved,ddsdiagnostic.com/,CE-IVD,98.77,99.03,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,r(o|u|ou)mania,Romania,Europe
a0B6900001LlzSL,a266900000B5QJT,NA,Dejavu Medikal San. Tic.Ldt.Azti,Dejavu COVID-19 Antigen Rapit test (nazofaringeal/ orafaringel swap),SARS-CoV-2,Regulatory Achieved,www.dejavumedikal.com,CE-IVD,0,0,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,turkey,Turkey,Europe
a0B6900001J45KX,a266900000A9wEj,19.04.21,Delbio Inc.,Dagene 1 SARS-CoV-2 Detection Kit,SARS-CoV-2,Regulatory Achieved,delbioww.com/en/Home/Index,CE-IVD,NA,NA,Molecular,RNA,N gene; RdRp gene,qRT-PCR,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,90,NA,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a0B6900001LlzSM,a266900000B5QJU,NA,Delta Chemie Biotechnology SAS,OneCheck Covid-19 Ag,SARS-CoV-2,Regulatory Achieved,www.deltachemie.it,CE-IVD,96,99,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,83,121,204,italy,Italy,Europe
a0B6900001LlzSN,a266900000B5QJV,NA,Delta Chemie Biotechnology SAS,OneCheck Covid-19 Ag Saliva,SARS-CoV-2,Regulatory Achieved,www.deltachemie.it,CE-IVD,90.1,99.2,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,101,305,406,italy,Italy,Europe
a0B6900001Lkldf,a2669000009z9br,02.09.21,Demeditec Diagnostics GmbH,COVID-19 (SARS-CoV-2) IgM ELISA,SARS-CoV-2,Regulatory Achieved,demeditec.com,CE-IVD,NA,100,Immunoassay,Antibody (serological),IgM,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a0B6900001Lklde,a2669000009z9bq,02.09.21,Demeditec Diagnostics GmbH,COVID-19 (SARS-CoV-2) IgA ELISA,SARS-CoV-2,Regulatory Achieved,demeditec.com,CE-IVD,NA,98.26,Immunoassay,Antibody (serological),IgA,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a0B6900001J3laA,a266900000A9w5I,02.03.21,Demeditec Diagnostics GmbH,COVID-19 (SARS-CoV-2) quantitative IgG ELISA,SARS-CoV-2,Regulatory Achieved,demeditec.com,CE-IVD,97,99.49,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum,90,90,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,123,0,123,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a0B6900001J3wA9,a266900000A9wAm,26.03.21,"Denka Co., ltd.",QuickNavi-COVID19 Ag,SARS-CoV-2,Regulatory Achieved,denka.co.jp/eng/,Japan MHLW; WHO EUL Under Assessment,91.7,100,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,16,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,72,699,771,japan,Japan,Asia
a0B6900001LldQv,a266900000B2leD,02.02.22,"Denka Co., ltd.",QuickNavi-Flu+COVID19 Ag,SARS-CoV-2,Regulatory Achieved,denka.co.jp/eng/,Japan MHLW,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,120,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,japan,Japan,Asia
a0B6900001LldIR,a266900000B2le2,02.02.22,Department of Health (UK),COVID-19 Self-Test to detect infection in asymptomatic individuals (innova/bioti,SARS-CoV-2,Regulatory Achieved,https://www.gov.uk/government/organisations/department-of-health-and-social-care,MHRA UK,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001LklfS,a2669000009z9de,02.09.21,Dermoaroma Italy Srl,D-Biotech: Real-time RT-PCR Detection Kit for COVID-19,SARS-CoV-2,Regulatory Achieved,dermoaroma.com/,CE-IVD,NA,NA,Molecular,RNA,Unknown,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,italy,Italy,Europe
a0B6900001LlHzW,a266900000AuhkF,NA,"Detect, Inc.",Detect Covid-19 Test,SARS-CoV-2,Regulatory Achieved,detect.com,US FDA EUA,90.9,97.5,Molecular,RNA,ORF1ab,RT-LAMP,Cartridge-based processing,A proprietary/new instrument is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,NA,NA,Yes,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001LlzSO,a266900000B5QJf,NA,Devidia GmbH,Dediatest 2019-nCoV Antigen Rapid Test (Nasopharyngeal),SARS-CoV-2,Regulatory Achieved,www.devidia.de,CE-IVD,96.5,99.5,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,172,200,372,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a0B6900001LlzWN,a266900000B5QKr,NA,"Dewei Medical Equipment Co., LTD.",Covid-19 (2019-nCoV) Antigen Rapid Test Cassette,SARS-CoV-2,Regulatory Achieved,www.hematoligyanalyzerreagent.com,CE-IVD,0,0,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J3rQb,a266900000A9w9j,16.03.21,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgA,SARS-CoV-2,Regulatory Achieved,diapro.it,CE-IVD,100,98,Immunoassay,Antibody (serological),IgA,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,105,105,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,200,200,400,italy,Italy,Europe
a0B6900001J3rQq,a266900000A9w9k,16.03.21,DIA.PRO Diagnostic Bioprobes S.r.l.,ACE2-RBD Neutralization Assay,SARS-CoV-2,Regulatory Achieved,diapro.it,CE-IVD,100,100,Immunoassay,Antibody (serological),S-protein RBD,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,115,115,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,100,88,188,italy,Italy,Europe
a0B6900001J3rR5,a266900000A9w9l,16.03.21,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 Spike 1&2 IgG,SARS-CoV-2,Regulatory Achieved,diapro.it,CE-IVD,98,98,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,105,105,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,1000,1000,2000,italy,Italy,Europe
a0B6900001J3rRA,a266900000A9w9m,16.03.21,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgG,SARS-CoV-2,Regulatory Achieved,diapro.it,CE-IVD,100,98,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,105,105,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,1000,1000,2000,italy,Italy,Europe
a0B6900001J3rRF,a266900000A9w9n,16.03.21,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgM,SARS-CoV-2,Regulatory Achieved,diapro.it,CE-IVD,98,98,Immunoassay,Antibody (serological),IgM,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,105,105,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,1000,1000,2000,italy,Italy,Europe
a0B6900001J3rRU,a266900000A9w9o,16.03.21,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgG Confirmation,SARS-CoV-2,Regulatory Achieved,diapro.it,CE-IVD,100,100,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,105,105,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,1000,1000,2000,italy,Italy,Europe
a0B6900001J3rRo,a266900000A9w9p,16.03.21,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgG/IgM Confirmation and Typing,SARS-CoV-2,Regulatory Achieved,diapro.it,CE-IVD,100,100,Immunoassay,Antibody (serological),IgG; IgM; Other,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,105,105,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,1000,1000,2000,italy,Italy,Europe
a0B6900001J3tsS,a266900000A9wA9,22.03.21,DIA.PRO Diagnostic Bioprobes S.r.l.,SARS-CoV-2 Antigen,SARS-CoV-2,Regulatory Achieved,diapro.it,CE-IVD,96,98,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,5,7,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,50,500,550,italy,Italy,Europe
a0B6900001J3nPh,a266900000A9w7Z,05.03.21,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 RNA Vs 2,SARS-CoV-2,Regulatory Achieved,diapro.it,CE-IVD,100,100,Molecular,RNA,N gene; ORF1ab,qRT-PCR,"NAT reagent kit – proprietary platform",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Sputum,75,85,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,11,10,21,italy,Italy,Europe
a0B6900001Lm4cs,a266900000BEWLW,11.04.22,Diabetomics Inc,CovAb SARS-CoV-2 Ab Test,SARS-CoV-2,Regulatory Achieved,https://diabetomics.com/#,US FDA EUA,97.4,97.4,Immunoassay,Antibody (serological),IgG; IgM; IgA,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum; Plasma,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,69,78,147,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001LklgU,a2669000009z9eg,02.09.21,Diacarta Inc,QuantiVirus SARS-CoV-2 Multiplex Test Kit,SARS-CoV-2,Regulatory Achieved,www.diacarta.com/,US FDA EUA; CE-IVD,97.6,100,Molecular,RNA,E gene; N gene; ORF1a,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,NA,120,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001LlK2O,a266900000Av8Bn,09.12.21,Diacarta Inc,QuantiVirus SARS-CoV-2 Test Kit,SARS-CoV-2,Regulatory Achieved,www.diacarta.com/,US FDA EUA; WHO EUL Under Assessment,NA,NA,Molecular,RNA,E gene; N gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Sputum,NA,NA,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
