submission_id,manufacturer,submission_title,type_of_technology,self_testing_self_collection,assay_target,test_format,target_analyte,validated_sample_types,instrument_requirement,level_of_automation,laboratory_point_of_care,time_to_result,connectivity,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta_plus,sc2_delta,sc2_omicron,regulatory_status,permalink,regex,country,region
a266900000A9wF9,"CTK Biotech, inc.",OnSite COVID-19 Ag Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,WHO EUL; Australia TGA; Brazil ANVISA; CE-IVD; Philippines FDA; South Africa SAHPRA; Colombia INVIMA; Peru DIGEMID; Indonesia MDR,https://www.ctkbiotech.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wFB,"CTK Biotech, inc.",OnSite COVID-19 IgG/IgM Rapid Test,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,10,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Australia TGA; Brazil ANVISA; CE-IVD; Other,https://www.ctkbiotech.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QJc,"CTK Biotech, inc.",Aria COVID-19 Ag Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://ctkbiotech.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B2ldg,"CTK Biotech, inc.",OnSite COVID-19 Ag Self Test,Immunoassay,Intended for self-testing (version available),Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Australia TGA; WHO EUL Under Assessment,https://www.ctkbiotech.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wEg,Cue Health,Cue COVID-19 Test,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene,Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,20,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,US FDA EUA; Health Canada,https://www.cuehealth.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wBw,Cue Health,Cue COVID-19 Test for Home and Over The Counter (OTC) Use,Molecular,Intended for self-testing (version available),RNA,Cartridge-based processing,N gene,Nasal swab,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,20,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA; Singapore HSA; CE-IVD,https://www.cuehealth.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9dc,"Curative Inc. (in conjunction with KorvaLabs, Inc.)",Curative-Korva SARS-Cov-2 Assay,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",Unknown,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None,https://curative.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wC2,CURIOSITY DIAGNOSTICS SP Z O O,PCR|ONE SARS-CoV-2 Test,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene; ORF1ab,Nasopharyngeal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,15,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,http://pcrone.com/,poland,Poland,Europe
a266900000B5QJW,Cypress Diagnostics,COVID-19 Ag Rapid Test,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://diagnostics.be/,^(?!.*luxem).*belgium,Belgium,Europe
a266900000A9w5d,Cytecs GmbH,SARS-CoV-2 RT-PCR,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene; ORF1b,Nasopharyngeal swab; Oropharyngeal swab,Standard lab instrumentation is required,Manual,Lab-based,230,No,Unknown,Potential impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.cytecs.com,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a2669000009z9YM,"Da An Gene Co., ltd. Of Sun Yat-Sen University",Detection Kit for 2019 Novel Coronavirus (2019-nCoV) RNA (PCR-Fluorescence Probi,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; ORF1ab,Oropharyngeal swab; Sputum,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,WHO EUL; China NMPA,http://www.daangene.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a2669000009z9YN,"Da An Gene Co., ltd. Of Sun Yat-Sen University",Novel Coronavirus (2019-nCoV) Real Time Multiplex RT-PCR kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",Unknown,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China NMPA; CE-IVD,http://www.daangene.com,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000AuhkD,"Da An Gene Co., ltd. Of Sun Yat-Sen University",Detection Kit for 2019-nCoV (PCR-Fluorescence),Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",N gene; ORF1ab,Oropharyngeal swab; Sputum,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China NMPA; CE-IVD; WHO EUL Under Assessment,https://www.daangene.com/,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000AuhkE,dba SpectronRX,Hymon SARS-CoV-2 Test Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",E gene; N gene,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,A proprietary/new instrument is required,Manual,Lab-based,NA,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA,https://spectronrx.com/,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000A9wJF,DDS DIAGNOSTIC,Rapid test COVID-19 antigen (nasal swab),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasal swab,No instrumentation is required,Manual,True Point of Care,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,NA,r(o|u|ou)mania,Romania,Europe
a266900000B5QJT,Dejavu Medikal San. Tic.Ldt.Azti,Dejavu COVID-19 Antigen Rapit test (nazofaringeal/ orafaringel swap),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab; Oropharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.dejavumedikal.com,turkey,Turkey,Europe
a266900000A9wEj,Delbio Inc.,Dagene 1 SARS-CoV-2 Detection Kit,Molecular,Intended for professional use only,RNA,Cartridge-based processing,N gene; RdRp gene,Nasopharyngeal swab; Oropharyngeal swab,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,90,Yes,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,CE-IVD,http://www.delbioww.com/en/Home/Index,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a266900000B5QJU,Delta Chemie Biotechnology SAS,OneCheck Covid-19 Ag,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.deltachemie.it,italy,Italy,Europe
a266900000B5QJV,Delta Chemie Biotechnology SAS,OneCheck Covid-19 Ag Saliva,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Saliva,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.deltachemie.it,italy,Italy,Europe
a2669000009z9br,Demeditec Diagnostics GmbH,COVID-19 (SARS-CoV-2) IgM ELISA,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgM,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.demeditec.com,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a2669000009z9bq,Demeditec Diagnostics GmbH,COVID-19 (SARS-CoV-2) IgA ELISA,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgA,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.demeditec.com,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000A9w5I,Demeditec Diagnostics GmbH,COVID-19 (SARS-CoV-2) quantitative IgG ELISA,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum,Standard lab instrumentation is required,Manual,Lab-based,90,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.demeditec.com,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000A9wAm,"Denka Co., ltd.",QuickNavi-COVID19 Ag,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Japan MHLW; WHO EUL Under Assessment,https://www.denka.co.jp/eng/,japan,Japan,Asia
a266900000B2leD,"Denka Co., ltd.",QuickNavi-Flu+COVID19 Ag,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab; Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Japan MHLW,https://www.denka.co.jp/eng/,japan,Japan,Asia
a266900000B2le2,Department of Health (UK),COVID-19 Self-Test to detect infection in asymptomatic individuals (innova/bioti,Immunoassay,Intended for self-testing (version available),Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,MHRA UK,https://www.gov.uk/,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a2669000009z9de,Dermoaroma Italy Srl,D-Biotech: Real-time RT-PCR Detection Kit for COVID-19,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",Unknown,Unknown,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://dermoaroma.com/,italy,Italy,Europe
a266900000AuhkF,"Detect, Inc.",Detect Covid-19 Test,Molecular,Intended for self-testing (version available),RNA,Cartridge-based processing,ORF1ab,Nasal swab,A proprietary/new instrument is required,Manual,True Point of Care,NA,Yes,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),US FDA EUA,www.detect.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a266900000B5QJf,Devidia GmbH,Dediatest 2019-nCoV Antigen Rapid Test (Nasopharyngeal),Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,www.devidia.de,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a266900000B5QKr,"Dewei Medical Equipment Co., LTD.",Covid-19 (2019-nCoV) Antigen Rapid Test Cassette,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),Unknown,Nasal swab,No instrumentation is required,Manual,True Point of Care,15,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,0,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a266900000A9w9j,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgA,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgA,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,105,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.diapro.it,italy,Italy,Europe
a266900000A9w9k,DIA.PRO Diagnostic Bioprobes S.r.l.,ACE2-RBD Neutralization Assay,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,S-protein RBD,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,115,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.diapro.it,italy,Italy,Europe
a266900000A9w9l,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 Spike 1&2 IgG,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,105,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.diapro.it,italy,Italy,Europe
a266900000A9w9m,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgG,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,105,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.diapro.it,italy,Italy,Europe
a266900000A9w9n,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgM,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgM,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,105,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.diapro.it,italy,Italy,Europe
a266900000A9w9o,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgG Confirmation,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,105,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.diapro.it,italy,Italy,Europe
a266900000A9w9p,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 IgG/IgM Confirmation and Typing,Immunoassay,Intended for professional use only,Antibody (serological),IA Reagent Kit,IgG; IgM; Other,Serum; Plasma,Standard lab instrumentation is required,Manual,Lab-based,105,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.diapro.it,italy,Italy,Europe
a266900000A9wA9,DIA.PRO Diagnostic Bioprobes S.r.l.,SARS-CoV-2 Antigen,Immunoassay,Intended for professional use only,Antigen,Rapid diagnostic test (strip or cassette),N-protein,Nasopharyngeal swab,No instrumentation is required,Manual,True Point of Care,5,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,CE-IVD,https://www.diapro.it,italy,Italy,Europe
a266900000A9w7Z,DIA.PRO Diagnostic Bioprobes S.r.l.,COVID-19 RNA Vs 2,Molecular,Intended for professional use only,RNA,"NAT reagent kit – proprietary platform",N gene; ORF1ab,Nasopharyngeal swab; Oropharyngeal swab; Sputum,Standard lab instrumentation is required,Manual,Lab-based,75,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),CE-IVD,https://www.diapro.it,italy,Italy,Europe
a266900000BEWLW,Diabetomics Inc,CovAb SARS-CoV-2 Ab Test,Immunoassay,Intended for professional use only,Antibody (serological),Rapid diagnostic test (strip or cassette),IgG; IgM; IgA,Serum; Plasma,No instrumentation is required,Manual,True Point of Care,15,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),No expected impact (in silico analyses),US FDA EUA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a2669000009z9eg,Diacarta Inc,QuantiVirus SARS-CoV-2 Multiplex Test Kit,Molecular,Intended for professional use only,RNA,"NAT reagent kit – open source",E gene; N gene; ORF1a,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,Standard lab instrumentation is required,Manual,Lab-based,NA,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,US FDA EUA; CE-IVD,https://nextpharma.com,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
