date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng,name,region_availability,is_this_a_variant_detection_test,format_of_material_provided,qual_or_quant,storage_temp,performance_detail_submission_id,sensitivity,specificity,connectivity_solution,find_evaluation,s_gene_dropout,scov2_variants,data_to_be_published_on_finds_web_page,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,sc2_impact_alpha,sc2_impact_beta,sc2_impact_delta,sc2_impact_delta_plus,sc2_impact_gamma,sc2_impact_omicron,sc2_impact_omicron_ba4,sc2_impact_omicron_ba5,laboratory_point_of_care,time_to_result,performance_submission_title,type_data_source,sensitivity_ci_low,sensitivity_ci_up,specificity_ci_low,specificity_ci_up,target_patient_group,sample_type,total_number_samples,number_positive_samples,number_negative_samples,serovar_subtype,instrument_name,disease_target_phase,drug_resistance_target,other_drug_resistance_target,other_regulatory_status,who_technology_class,who_pipe
13.07.2023,CapitalBio Technology,a2r69000007lbEP,SARS-CoV-2 Nucleic Acid Detection Kit (Integrated Isothermal Amplification Chip,China,Western Pacific Region,Regulatory Achieved,China NMPA,Molecular,NA,NA,NA,https://capitalbiotech.com/en/index.html,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,N gene; ORF1ab,Isothermal LAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cartridge-based processing,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Other,NA,NA,Beijing,Yes,China,"Beijing, China",39.9078064,116.39758301,testdir,NA,NA,NA,NA,NA,a266900000BscBG,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.07.2023,"FUJIFILM Wako Pure Chemical Co., ltd.",a2r69000007lbEQ,Accuraseed SARS-CoV-2Ag,Japan,Western Pacific Region,Regulatory Achieved,Japan MHLW,Immunoassay,NA,NA,NA,https://ffwk.fujifim.co.jp,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasal swab; Nasopharyngeal swab,NA,NA,Osaka,Yes,Japan,"Osaka, Japan",34.69373703,135.50216675,testdir,NA,NA,NA,NA,NA,a266900000BscLR,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,LumiraDx Limited,a2r69000007lbER,LumiraDx SARS-CoV-2 RNA STAR Complete,United Kingdom,European Region,Regulatory Achieved,Japan MHLW; MHRA UK; US FDA EUA,Molecular,NA,NA,NA,https://lumiradx.com/us-en/what-we-do/diagnostics/fast-lab-solutions,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,ORF1a,Isothermal NASBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Mid-turbinate swab; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab,NA,NA,London,Yes,United Kingdom,"London, United Kingdom",51.50682449,-0.12611847,testdir,NA,NA,NA,NA,NA,a266900000Bscew,95,100,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,60,34,94,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Nanjing Liming Bio-products Co., Ltd.",a2r69000007lbES,StrongStep SARS-CoV-2 Saliva Antigen Rapid Test,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://limingbio.com,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,NA,NA,Nanjing,Yes,China,"Nanjing, China",32.05852509,118.7964859,testdir,NA,NA,NA,NA,NA,a266900000Bsck4,96.23,98.86,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,106,175,181,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Diagnostics for the Real World ltd.,a2r69000007lbET,SAMBA II SARS-CoV-2 test,United Kingdom,European Region,Regulatory Achieved,CE-IVDD; MHRA UK; WHO EUL Under Assessment,Molecular,NA,NA,NA,https://drw-ltd.com/about-us,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,N gene; ORF1ab,Isothermal LAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cartridge-based processing,NA,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Nasal swab; Oropharyngeal swab,NA,NA,Little Chesterford,Yes,United Kingdom,"Little Chesterford, United Kingdom",NA,NA,testdir,NA,NA,NA,NA,NA,a266900000BscHS,98.7,100,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Credo Diagnostics Biomedical Pte. ltd.,a2r69000007lbEU,QubeMDx+ platform 4-plex,Singapore,Western Pacific Region,Regulatory Achieved,CE-IVDD,Molecular,NA,NA,NA,https://credodxbiomed.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,N gene,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Fully automated (including sample preparation),True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Singapore,Yes,Singapore,"Singapore, Singapore",1.28943646,103.84998322,testdir,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,Unknown,Not applicable,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,iCubate,a2r69000007lbEV,iC-COVID19 Assay,United States,Region of the Americas,Research Use Only (RUO),None,Molecular,NA,NA,NA,https://icubate.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,ORF1ab; S gene,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Mid-turbinate swab; Nasal swab; Nasopharyngeal swab,NA,NA,Huntsville,Yes,United States,"Huntsville, United States",34.72954178,-86.58530426,testdir,NA,NA,NA,NA,NA,a266900000BscW3,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,iCubate,a2r69000007lbEV,iC-COVID19 Assay,United States,Region of the Americas,Research Use Only (RUO),None,Molecular,NA,NA,NA,https://icubate.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,ORF1ab; S gene,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Mid-turbinate swab; Nasal swab; Nasopharyngeal swab,NA,NA,Huntsville,Yes,United States,"Huntsville, United States",34.72954178,-86.58530426,testdir,NA,NA,NA,NA,NA,a266900000BscW4,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"BioSewoom, Inc.",a2r69000007lbEW,Real-Q Direct SARS-CoV-2 Detection Kit,"Korea, Republic of",Western Pacific Region,Regulatory Achieved,Korea MFDS,Molecular,NA,NA,NA,https://biosewoom.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,Unknown,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,Seoul,Yes,South Korea,"Seoul, Korea, Republic of",37.56829453,126.99778748,testdir,NA,NA,NA,NA,NA,a266900000Bsc7S,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.07.2023,Bloom Diagnostics,a2r69000007lbEX,Bloom COVID-19 Test,Switzerland,European Region,Regulatory Achieved,CE-IVDD; Other,Immunoassay,NA,NA,NA,https://bloomdiagnostics.com/en_US,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is optional,Manual,True Point of Care,Intended for self-testing (version available),Finger prick blood,NA,NA,Zürich,Yes,Switzerland,"Zürich, Switzerland",NA,NA,testdir,NA,NA,NA,NA,NA,a266900000Bsc8e,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,DYONMED SA,a2r69000007lbEY,FluCov2,Austria,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://dyonmedical.com,NA,NA,NA,Covid-19,Antigen,NA,Influenza A; Influenza B; SARS-CoV-2,N-protein; Unknown,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,NA,Yes,Austria,Austria,47.58707047,14.14098835,testdir,NA,NA,NA,NA,NA,a266900000BscJP,92.25,100,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,142,66,208,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Sensitest The Netherlands BV,a2r69000007lbEZ,Sensitest Joysbio Antigen Rapid Test for Covid-19,Netherlands,European Region,Regulatory Achieved,CE-IVDD; China NMPA,Immunoassay,NA,NA,NA,https://sensitest.com/index.php?p=sensitest-covid-corona-antigen-test,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,Unknown,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,NA,Yes,Netherlands,Netherlands,52.24563217,5.62691784,testdir,NA,NA,NA,NA,NA,a266900000Bscy7,NA,98,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"SensingSelf, Pte, ltd.",a2r69000007lbEa,S4 - Multiplex Rapid Antigen Test - COVID-19/MERS/Influenza A/Influenza B,Montenegro,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://sensingself.me/antigen_s1.php,NA,NA,NA,Covid-19,Antigen,NA,Influenza A; Influenza B; Middle East Respiratory Coronavirus; SARS-CoV-2,S-protein (type unknown); Unknown,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Faeces; Saliva; Sputum,NA,NA,NA,Yes,Montenegro,Montenegro,NA,NA,testdir,NA,NA,NA,NA,NA,a266900000Bscy2,90,100,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,60,30,90,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Mexacare Diagnostics GmbH,a2r69000007lbEb,Mexacare COVID-19 & Influenza A+B Ag Combo-Schnelltest,Germany,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://mexacare.com,NA,NA,NA,Covid-19,Antigen,NA,Influenza A; Influenza B; SARS-CoV-2,N-protein; Unknown,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,NA,Heidelberg,Yes,Germany,"Heidelberg, Germany",NA,NA,testdir,NA,NA,NA,NA,NA,a266900000BschX,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.07.2023,SGA Medikal,a2r69000007lbEc,V-chek SARS-CoV-2 Rapid Ag Test Kit (IFA),Turkey,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://sgadx.com/sars-cov-2-test-kits,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is optional,Manual,True Point of Care,Intended for professional use only,Nasal swab; Nasopharyngeal swab,NA,NA,Ankara,Yes,Turkey,"Ankara, Turkey",39.89651871,32.86197281,testdir,NA,NA,NA,NA,NA,a266900000BscyJ,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Avacta Life Sciences ltd.,a2r69000007lbEd,AffiDX SARS-CoV-2 Antigen Lateral Flow Test,United Kingdom,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://avacta.com,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,S-protein (type unknown),Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Wetherby,Yes,United Kingdom,"Wetherby, United Kingdom",NA,NA,testdir,NA,NA,NA,NA,NA,a266900000BsbyL,98,99,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,98,102,200,No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),Unknown,Unknown,No expected impact (in silico analyses),Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Edinburgh Genetics Limited,a2r69000007lbEe,ActivXpress+ COVID-19 Antigen Complete Testing Kit,United Kingdom,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://eggenetics.com,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Edinburgh,Yes,United Kingdom,"Edinburgh, United Kingdom",55.9533577,-3.18768477,testdir,NA,NA,NA,NA,NA,a266900000BscJo,92.6,98.6,NA,Yes,Unknown,Not applicable,Yes,Company-Sponsored,68,140,208,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Chembio Diagnostic Systems, Inc.",a2r69000007lbEf,DPP COVID-19 Antigen System,United States,Region of the Americas,Regulatory Achieved,Brazil ANVISA,Immunoassay,NA,NA,NA,https://chembio.com,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Medford,Yes,United States,"Medford, United States",42.3265419,-122.87218475,testdir,NA,NA,NA,NA,NA,a266900000BscD6,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,UD Shenzhen ltd.,a2r69000007lbEg,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Antigen Test Kit(Co,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://ud-bio.com/index.php?lang=en,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Saliva,NA,NA,Shenzhen,Yes,China,"Shenzhen, China",22.54368019,114.0579071,testdir,NA,NA,NA,NA,NA,a266900000Bsd8b,95.9,99.9,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,73,200,273,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,AMEDA Labordiagnostik GmbH,a2r69000007lbEh,AMP ELISA Test SARS-CoV-2 IgM,Austria,European Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://amp-med.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgM,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Graz,Yes,Austria,"Graz, Austria",47.06954956,15.43818283,testdir,NA,NA,NA,NA,NA,a266900000Bsbuf,100,99.87,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,125,750,875,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Hangzhou Biotest Biotech Co., Ltd.",a2r69000007lbEi,COVID-19 Antigen Rapid Test Cassette(Nasal Swab),China,Western Pacific Region,Regulatory Achieved,Australia TGA; CE-IVDD,Immunoassay,NA,NA,NA,https://en.biotests.com.cn,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254,testdir,NA,NA,NA,NA,NA,a266900000BscRo,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Biosynex Swizz SA,a2r69000007lbEl,BIOSYNEX COVID-19 BSS,France,European Region,Regulatory Achieved,Brazil ANVISA; CE-IVDD,Immunoassay,NA,NA,NA,https://biosynex.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum,NA,NA,ILLKIRCH-GRAFFENSTADEN,Yes,France,"ILLKIRCH-GRAFFENSTADEN, France",48.52934265,7.71107864,testdir,NA,NA,NA,NA,NA,a266900000Bsc7z,96.11,99.33,NA,Yes,Unknown,Not applicable,Yes,Company-Sponsored,85,371,456,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Wuhan HealthCare Biotechnology Co., ltd.",a2r69000007lbFR,COVID-19 (SARS-CoV-2) Antigen Test Kit,China,Western Pacific Region,Regulatory Achieved,CE-IVDD,Immunoassay,NA,NA,NA,https://healthcare-biotech.com,NA,NA,NA,Covid-19,Antigen,NA,SARS-CoV-2,N-protein,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Wuhan,Yes,China,"Wuhan, China",30.59276009,114.30525208,testdir,NA,NA,NA,NA,NA,a266900000BsdCL,96.15,99.26,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,130,404,534,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Atila Biosystems Inc,a2r69000007lbFS,iAMP COVID-19 Detection Kit,United States,Region of the Americas,Regulatory Achieved,CE-IVDD; US FDA EUA,Molecular,NA,NA,NA,https://atilabiosystems.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,N gene; ORF1ab,Isothermal NAT(other),NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Sunnyvale,Yes,United States,"Sunnyvale, United States",37.3736763,-122.03657532,testdir,NA,NA,NA,NA,NA,a266900000BsbxV,96.97,97.67,NA,Yes,Unknown,Not applicable,Yes,Company-Sponsored,33,43,76,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,MedicalSystem Biotechnology Co. ltd.,a2r69000007lbFT,Coronavirus Disease 2019 Real Time PCR Kit,China,Western Pacific Region,Regulatory Achieved,China NMPA,Molecular,NA,NA,NA,https://en.nbmedicalsystem.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,N gene; ORF1ab,qPCR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Oropharyngeal swab; Sputum,NA,NA,Ningbo,Yes,China,"Ningbo, China",29.86007118,121.62428284,testdir,NA,NA,NA,NA,NA,a266900000BscgF,98.62,99.7,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,217,333,550,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Quidel,a2r69000007lbFU,Solana SARS-CoV-2 Assay,United States,Region of the Americas,Regulatory Achieved,Health Canada; US FDA EUA,Molecular,NA,NA,NA,https://quidel.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,Other,Isothermal NAT(other),NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (proprietary platform),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasal swab; Nasopharyngeal swab,NA,NA,San Diego,Yes,United States,"San Diego, United States",32.71575928,-117.16381836,testdir,NA,NA,NA,NA,NA,a266900000Bscru,97.2,100,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,56,229,285,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Optigene,a2r69000007lbFX,COVID-19_RNA RT-LAMP KIT,United Kingdom,European Region,Regulatory Achieved,CE-IVDD; MHRA UK,Molecular,NA,NA,NA,https://optigene.co.uk,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,ORF1ab,Isothermal LAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NAT reagent kit (open source),NA,A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,West Sussex,Yes,United Kingdom,"West Sussex, United Kingdom",NA,NA,testdir,NA,NA,NA,NA,NA,a266900000BscnO,99.53,99.98,Unknown,No,Unknown,Not applicable,Yes,Company-Sponsored,251,12368,12629,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
